;1
2102;36.922
2103;36.263
2104;34.957
2105;30.967
2106;28.211
2107;27.167
2108;26.858
2109;26.896
2110;25.304
2111;22.905
2112;22.562
2113;21.375
2114;20.036
2115;19.400
2116;18.892
2117;18.405
2118;19.111
2119;21.579
2120;24.228
2121;26.582
2122;28.689
2123;30.481
2124;31.687
2125;32.211
2126;31.970
2127;30.977
2128;29.164
2129;26.544
2130;24.130
2131;22.859
2132;21.785
2133;20.800
2134;19.733
2135;18.637
2136;17.573
2137;16.661
2138;15.822
2139;15.075
2140;14.499
2141;14.039
2142;14.828
2143;17.464
2144;20.464
2145;23.284
2146;25.680
2147;27.632
2148;29.003
2149;29.743
2150;29.764
2151;29.072
2152;27.567
2153;24.876
2154;22.187
2155;20.834
2156;19.738
2157;18.898
2158;18.148
2159;17.451
2160;16.860
2161;16.381
2162;15.984
2163;15.601
2164;15.196
2165;14.788
2166;16.222
2167;19.221
2168;22.398
2169;25.190
2170;27.578
2171;29.565
2172;31.063
2173;32.046
2174;32.351
2175;31.863
2176;30.449
2177;26.975
2178;23.577
2179;22.257
2180;21.264
2181;20.510
2182;19.923
2183;19.399
2184;18.926
2185;18.503
2186;18.108
2187;17.748
2188;17.482
2189;17.279
2190;19.515
2191;22.907
2192;27.036
2193;30.218
2194;32.438
2195;34.036
2196;35.051
2197;35.528
2198;35.503
2199;34.908
2200;33.675
2201;29.891
2202;26.677
2203;25.438
2204;24.690
2205;24.104
2206;23.385
2207;22.689
2208;22.048
2209;21.424
2210;20.758
2211;20.101
2212;19.581
2213;19.215
2214;22.192
2215;26.715
2216;29.752
2217;32.386
2218;34.288
2219;35.588
2220;36.418
2221;36.760
2222;36.616
2223;35.924
2224;34.594
2225;30.759
2226;27.492
2227;26.192
2228;25.092
2229;24.130
2230;23.295
2231;22.716
2232;22.308
2233;21.792
2234;21.100
2235;20.465
2236;19.961
2237;19.598
2238;20.857
2239;23.552
2240;26.469
2241;29.288
2242;31.827
2243;33.699
2244;34.856
2245;35.421
2246;35.455
2247;34.921
2248;33.784
2249;30.408
2250;27.578
2251;26.488
2252;25.826
2253;25.567
2254;25.037
2255;23.954
2256;22.856
2257;22.053
2258;21.536
2259;21.145
2260;20.746
2261;20.480
2262;22.716
2263;25.962
2264;29.512
2265;33.402
2266;35.726
2267;37.084
2268;37.929
2269;38.296
2270;38.144
2271;37.397
2272;36.114
2273;32.541
2274;29.520
2275;28.208
2276;27.065
2277;26.297
2278;25.547
2279;24.665
2280;23.932
2281;23.341
2282;22.883
2283;22.560
2284;22.427
2285;22.737
2286;26.026
2287;30.815
2288;34.339
2289;37.121
2290;38.629
2291;39.674
2292;40.269
2293;40.421
2294;40.140
2295;39.407
2296;38.120
2297;34.191
2298;30.798
2299;29.821
2300;28.718
2301;27.653
2302;26.682
2303;25.747
2304;25.046
2305;24.617
2306;24.593
2307;24.570
2308;23.936
2309;23.055
2310;24.435
2311;27.012
2312;29.902
2313;32.880
2314;35.635
2315;37.797
2316;39.049
2317;39.656
2318;39.644
2319;39.054
2320;37.884
2321;33.938
2322;30.747
2323;29.576
2324;28.509
2325;27.548
2326;26.608
2327;25.754
2328;25.016
2329;24.414
2330;23.962
2331;23.656
2332;23.499
2333;23.476
2334;26.673
2335;31.089
2336;33.626
2337;35.381
2338;36.925
2339;38.193
2340;39.071
2341;39.526
2342;39.541
2343;39.152
2344;38.244
2345;35.081
2346;32.371
2347;30.744
2348;29.222
2349;28.261
2350;27.564
2351;27.115
2352;26.427
2353;25.531
2354;24.540
2355;23.688
2356;22.918
2357;22.230
2358;22.762
2359;25.037
2360;27.607
2361;29.854
2362;31.775
2363;33.330
2364;34.442
2365;35.056
2366;35.093
2367;34.560
2368;33.371
2369;30.674
2370;27.771
2371;26.725
2372;25.763
2373;24.831
2374;23.943
2375;23.141
2376;22.436
2377;21.755
2378;21.109
2379;20.500
2380;19.853
2381;19.161
2382;19.872
2383;22.555
2384;25.497
2385;28.232
2386;30.695
2387;32.618
2388;33.885
2389;34.539
2390;34.635
2391;34.123
2392;32.979
2393;29.857
2394;26.685
2395;25.597
2396;24.685
2397;23.964
2398;23.431
2399;23.034
2400;22.633
2401;22.099
2402;21.595
2403;21.152
2404;20.740
2405;20.399
2406;22.270
2407;25.287
2408;28.424
2409;31.372
2410;33.775
2411;35.389
2412;36.413
2413;36.927
2414;36.986
2415;36.539
2416;35.540
2417;32.561
2418;29.806
2419;28.781
2420;28.239
2421;27.917
2422;27.447
2423;26.324
2424;24.648
2425;23.008
2426;22.108
2427;21.860
2428;21.938
2429;21.823
2430;23.995
2431;27.274
2432;30.393
2433;34.178
2434;36.461
2435;37.808
2436;38.644
2437;38.978
2438;38.695
2439;37.767
2440;36.430
2441;33.385
2442;30.612
2443;29.614
2444;29.047
2445;28.556
2446;27.940
2447;27.146
2448;26.314
2449;25.607
2450;24.999
2451;24.402
2452;23.919
2453;23.832
2454;25.959
2455;28.245
2456;30.294
2457;32.193
2458;33.844
2459;35.148
2460;36.027
2461;36.419
2462;36.250
2463;35.542
2464;34.149
2465;31.605
2466;29.023
2467;27.575
2468;26.248
2469;25.171
2470;24.216
2471;23.450
2472;22.923
2473;22.614
2474;22.290
2475;21.911
2476;21.428
2477;20.930
2478;22.046
2479;24.975
2480;28.114
2481;30.656
2482;32.659
2483;34.326
2484;35.498
2485;36.006
2486;35.737
2487;35.073
2488;33.978
2489;31.614
2490;29.957
2491;29.263
2492;28.295
2493;27.576
2494;27.139
2495;26.782
2496;26.387
2497;25.939
2498;25.529
2499;25.184
2500;24.781
2501;24.312
2502;26.022
2503;29.178
2504;32.260
2505;34.441
2506;36.161
2507;37.425
2508;38.268
2509;38.645
2510;38.542
2511;37.907
2512;36.640
2513;33.135
2514;29.206
2515;27.538
2516;25.863
2517;25.026
2518;24.260
2519;23.174
2520;22.190
2521;21.270
2522;20.446
2523;19.757
2524;19.217
2525;18.818
2526;19.985
2527;22.897
2528;25.953
2529;28.423
2530;30.597
2531;32.378
2532;33.691
2533;34.410
2534;34.469
2535;33.857
2536;32.570
2537;29.858
2538;26.778
2539;25.663
2540;24.617
2541;23.641
2542;22.704
2543;21.789
2544;20.969
2545;20.267
2546;19.678
2547;19.179
2548;18.655
2549;18.185
2550;19.431
2551;22.591
2552;25.738
2553;28.260
2554;30.338
2555;31.940
2556;33.032
2557;33.601
2558;33.638
2559;33.068
2560;31.846
2561;29.391
2562;26.331
2563;24.889
2564;23.601
2565;22.535
2566;21.642
2567;20.908
2568;20.303
2569;19.690
2570;19.060
2571;18.497
2572;18.070
2573;17.753
2574;19.270
2575;22.755
2576;26.280
2577;28.982
2578;31.075
2579;32.757
2580;33.935
2581;34.570
2582;34.632
2583;34.100
2584;32.868
2585;30.163
2586;26.723
2587;25.597
2588;24.481
2589;23.578
2590;22.804
2591;22.063
2592;21.463
2593;20.984
2594;20.514
2595;20.089
2596;19.684
2597;19.431
2598;21.131
2599;24.588
2600;28.214
2601;31.196
2602;33.105
2603;34.430
2604;35.348
2605;35.807
2606;35.743
2607;35.151
2608;33.926
2609;30.725
2610;27.287
2611;26.227
2612;25.377
2613;24.784
2614;24.376
2615;23.805
2616;23.058
2617;22.337
2618;21.732
2619;21.212
2620;20.763
2621;20.440
2622;21.417
2623;23.779
2624;26.371
2625;29.042
2626;31.351
2627;33.149
2628;34.400
2629;35.022
2630;35.085
2631;34.528
2632;33.296
2633;30.692
2634;27.465
2635;26.347
2636;25.522
2637;24.788
2638;23.944
2639;23.068
2640;22.333
2641;21.687
2642;21.020
2643;20.408
2644;19.874
2645;19.481
2646;20.696
2647;23.668
2648;26.769
2649;29.398
2650;31.442
2651;32.969
2652;34.048
2653;34.606
2654;34.567
2655;34.022
2656;32.879
2657;30.499
2658;27.595
2659;26.483
2660;25.512
2661;24.619
2662;23.787
2663;22.980
2664;22.157
2665;21.350
2666;20.649
2667;20.065
2668;19.487
2669;19.000
2670;20.381
2671;23.421
2672;26.766
2673;29.846
2674;32.007
2675;33.558
2676;34.660
2677;35.286
2678;35.329
2679;34.795
2680;33.598
2681;30.382
2682;26.661
2683;25.481
2684;24.548
2685;23.727
2686;22.985
2687;22.317
2688;21.576
2689;20.831
2690;20.104
2691;19.387
2692;18.757
2693;18.441
2694;20.224
2695;23.234
2696;26.771
2697;29.760
2698;31.906
2699;33.561
2700;34.724
2701;35.361
2702;35.395
2703;34.814
2704;33.573
2705;30.611
2706;26.912
2707;25.638
2708;24.558
2709;23.643
2710;22.958
2711;22.243
2712;21.542
2713;20.986
2714;20.434
2715;19.937
2716;19.390
2717;19.094
2718;21.314
2719;24.613
2720;27.999
2721;30.975
2722;32.927
2723;34.389
2724;35.462
2725;36.045
2726;36.043
2727;35.468
2728;34.223
2729;31.686
2730;28.185
2731;26.721
2732;25.634
2733;24.646
2734;23.768
2735;23.057
2736;22.702
2737;22.394
2738;21.887
2739;21.423
2740;21.043
2741;20.856
2742;23.217
2743;26.603
2744;30.070
2745;32.939
2746;34.793
2747;36.002
2748;36.837
2749;37.230
2750;37.173
2751;36.556
2752;35.284
2753;32.423
2754;28.777
2755;27.497
2756;26.411
2757;25.561
2758;24.712
2759;23.926
2760;23.295
2761;22.870
2762;22.390
2763;21.880
2764;21.304
2765;21.044
2766;23.179
2767;26.950
2768;30.805
2769;33.663
2770;35.466
2771;36.552
2772;37.273
2773;37.567
2774;37.443
2775;36.796
2776;35.569
2777;32.809
2778;29.027
2779;27.915
2780;27.161
2781;26.487
2782;25.720
2783;24.863
2784;24.042
2785;23.307
2786;22.668
2787;22.094
2788;21.491
2789;20.923
2790;22.254
2791;25.521
2792;29.092
2793;32.207
2794;34.174
2795;35.500
2796;36.311
2797;36.626
2798;36.463
2799;35.771
2800;34.533
2801;32.152
2802;28.818
2803;27.445
2804;26.415
2805;25.824
2806;25.073
2807;24.203
2808;23.438
2809;22.836
2810;22.533
2811;22.350
2812;22.017
2813;21.639
2814;23.582
2815;27.098
2816;30.749
2817;33.257
2818;34.814
2819;35.954
2820;36.703
2821;37.044
2822;36.892
2823;36.222
2824;34.988
2825;32.333
2826;28.680
2827;27.661
2828;26.704
2829;25.610
2830;24.604
2831;23.761
2832;23.040
2833;22.330
2834;21.724
2835;21.135
2836;20.554
2837;20.311
2838;23.106
2839;26.734
2840;31.031
2841;33.869
2842;35.396
2843;36.523
2844;37.277
2845;37.627
2846;37.524
2847;36.928
2848;35.772
2849;32.360
2850;28.195
2851;26.978
2852;25.990
2853;25.106
2854;24.301
2855;23.586
2856;23.069
2857;22.701
2858;22.356
2859;22.000
2860;21.693
2861;21.723
2862;25.435
2863;29.216
2864;32.419
2865;35.386
2866;37.155
2867;38.295
2868;39.012
2869;39.289
2870;39.137
2871;38.505
2872;37.365
2873;33.937
2874;30.344
2875;29.128
2876;28.381
2877;27.879
2878;27.255
2879;26.389
2880;25.089
2881;23.958
2882;23.420
2883;23.377
2884;23.486
2885;23.790
2886;26.818
2887;31.403
2888;35.151
2889;37.622
2890;39.052
2891;40.131
2892;40.782
2893;41.015
2894;40.816
2895;40.165
2896;39.024
2897;35.514
2898;31.436
2899;30.004
2900;28.852
2901;27.884
2902;27.075
2903;26.341
2904;25.665
2905;25.097
2906;24.670
2907;24.390
2908;24.172
2909;24.391
2910;28.172
2911;32.879
2912;36.947
2913;39.194
2914;40.505
2915;41.432
2916;41.990
2917;42.139
2918;41.885
2919;41.192
2920;40.011
2921;36.573
2922;32.832
2923;31.569
2924;30.524
2925;29.599
2926;28.756
2927;28.133
2928;27.680
2929;27.232
2930;26.810
2931;26.387
2932;25.847
2933;25.427
2934;26.410
2935;28.810
2936;31.358
2937;33.671
2938;35.797
2939;37.560
2940;38.811
2941;39.523
2942;39.666
2943;39.232
2944;38.196
2945;35.188
2946;31.771
2947;30.662
2948;29.657
2949;28.782
2950;28.116
2951;27.697
2952;27.303
2953;26.728
2954;26.179
2955;25.653
2956;25.166
2957;24.913
2958;26.498
2959;29.529
2960;32.729
2961;35.667
2962;37.900
2963;39.508
2964;40.528
2965;41.016
2966;40.992
2967;40.454
2968;39.381
2969;36.063
2970;32.453
2971;31.153
2972;30.251
2973;29.691
2974;29.180
2975;28.343
2976;27.259
2977;26.325
2978;25.751
2979;25.390
2980;25.028
2981;24.913
2982;27.921
2983;31.238
2984;34.254
2985;37.306
2986;39.470
2987;40.682
2988;41.444
2989;41.761
2990;41.655
2991;41.110
2992;40.092
2993;37.010
2994;33.877
2995;32.737
2996;32.176
2997;32.002
2998;31.577
2999;30.644
3000;29.152
3001;27.832
3002;27.231
3003;27.043
3004;26.983
3005;26.964
3006;29.386
3007;33.331
3008;36.245
3009;38.706
3010;40.556
3011;41.769
3012;42.494
3013;42.751
3014;42.565
3015;41.925
3016;40.773
3017;37.144
3018;33.109
3019;31.664
3020;30.698
3021;30.092
3022;29.340
3023;28.193
3024;27.164
3025;26.755
3026;26.896
3027;26.056
3028;24.950
3029;24.612
3030;26.059
3031;29.079
3032;32.025
3033;34.373
3034;36.432
3035;38.117
3036;39.228
3037;39.797
3038;39.818
3039;39.300
3040;38.218
3041;35.099
3042;31.423
3043;30.220
3044;29.423
3045;28.878
3046;28.480
3047;27.912
3048;27.252
3049;26.770
3050;26.350
3051;25.703
3052;24.770
3053;24.010
3054;25.042
3055;27.845
3056;30.466
3057;32.766
3058;34.878
3059;36.619
3060;37.856
3061;38.540
3062;38.659
3063;38.203
3064;37.087
3065;34.613
3066;31.610
3067;30.903
3068;30.181
3069;29.409
3070;28.601
3071;27.704
3072;26.661
3073;25.617
3074;24.725
3075;23.937
3076;23.247
3077;22.813
3078;23.932
3079;26.337
3080;28.884
3081;31.319
3082;33.478
3083;35.192
3084;36.379
3085;37.017
3086;37.095
3087;36.570
3088;35.447
3089;33.489
3090;30.934
3091;29.856
3092;28.968
3093;28.129
3094;27.373
3095;26.668
3096;25.988
3097;25.329
3098;24.682
3099;24.144
3100;23.656
3101;23.376
3102;24.679
3103;27.239
3104;30.036
3105;32.472
3106;34.360
3107;35.795
3108;36.759
3109;37.231
3110;37.119
3111;36.454
3112;35.283
3113;33.319
3114;30.709
3115;29.649
3116;28.719
3117;27.816
3118;26.921
3119;26.116
3120;25.420
3121;24.838
3122;24.258
3123;23.637
3124;23.042
3125;22.781
3126;24.478
3127;27.391
3128;30.568
3129;33.160
3130;34.959
3131;36.296
3132;37.199
3133;37.593
3134;37.499
3135;36.863
3136;35.636
3137;33.273
3138;29.818
3139;28.373
3140;27.234
3141;26.326
3142;25.610
3143;24.999
3144;24.352
3145;23.817
3146;23.279
3147;22.699
3148;22.172
3149;21.962
3150;23.831
3151;27.157
3152;30.553
3153;33.512
3154;35.271
3155;36.421
3156;37.163
3157;37.471
3158;37.300
3159;36.626
3160;35.434
3161;33.136
3162;29.510
3163;28.275
3164;27.176
3165;26.138
3166;25.221
3167;24.422
3168;23.779
3169;23.253
3170;22.822
3171;22.452
3172;22.076
3173;21.953
3174;23.964
3175;27.318
3176;31.037
3177;34.033
3178;35.743
3179;36.835
3180;37.529
3181;37.791
3182;37.647
3183;37.031
3184;35.931
3185;33.480
3186;29.554
3187;28.145
3188;27.033
3189;26.130
3190;25.346
3191;24.644
3192;24.009
3193;23.421
3194;22.859
3195;22.434
3196;22.122
3197;22.367
3198;26.389
3199;29.997
3200;33.325
3201;35.884
3202;37.451
3203;38.605
3204;39.380
3205;39.690
3206;39.580
3207;38.914
3208;37.757
3209;35.545
3210;32.480
3211;30.896
3212;29.492
3213;28.578
3214;27.824
3215;27.163
3216;26.454
3217;25.594
3218;24.886
3219;24.375
3220;24.036
3221;24.288
3222;28.764
3223;32.766
3224;36.273
3225;38.490
3226;39.899
3227;40.787
3228;41.083
3229;40.936
3230;40.533
3231;39.863
3232;38.939
3233;36.547
3234;33.556
3235;32.277
3236;31.449
3237;30.950
3238;30.551
3239;30.119
3240;29.681
3241;29.201
3242;28.179
3243;26.981
3244;26.506
3245;26.632
3246;28.701
3247;30.938
3248;33.487
3249;35.944
3250;37.919
3251;39.375
3252;40.323
3253;40.790
3254;40.818
3255;40.383
3256;39.456
3257;36.590
3258;33.242
3259;32.105
3260;31.403
3261;31.015
3262;30.734
3263;30.437
3264;29.886
3265;28.811
3266;27.329
3267;26.195
3268;25.027
3269;24.717
3270;27.335
3271;29.921
3272;32.850
3273;35.660
3274;37.848
3275;39.390
3276;40.386
3277;40.821
3278;40.796
3279;40.392
3280;39.498
3281;36.875
3282;33.513
3283;32.258
3284;31.233
3285;30.682
3286;30.142
3287;29.653
3288;28.731
3289;27.728
3290;27.060
3291;26.751
3292;26.701
3293;27.004
3294;29.199
3295;32.180
3296;35.662
3297;38.037
3298;39.618
3299;40.738
3300;41.416
3301;41.653
3302;41.455
3303;40.863
3304;39.844
3305;37.235
3306;33.790
3307;32.614
3308;31.725
3309;31.064
3310;30.401
3311;29.705
3312;29.042
3313;28.508
3314;28.144
3315;27.981
3316;28.089
3317;28.421
3318;30.348
3319;33.406
3320;37.093
3321;39.501
3322;40.917
3323;41.870
3324;42.424
3325;42.583
3326;42.351
3327;41.703
3328;40.610
3329;37.934
3330;34.119
3331;32.743
3332;31.749
3333;31.145
3334;30.905
3335;30.836
3336;30.667
3337;30.110
3338;29.180
3339;28.348
3340;27.925
3341;27.879
3342;30.623
3343;34.252
3344;37.485
3345;39.750
3346;41.285
3347;42.311
3348;42.868
3349;42.991
3350;42.737
3351;42.083
3352;40.987
3353;38.197
3354;34.303
3355;32.899
3356;31.889
3357;31.053
3358;30.313
3359;29.617
3360;28.957
3361;28.264
3362;27.416
3363;26.556
3364;25.747
3365;25.445
3366;27.233
3367;30.326
3368;34.379
3369;38.095
3370;40.160
3371;41.410
3372;42.120
3373;42.319
3374;42.120
3375;41.507
3376;40.442
3377;37.672
3378;33.786
3379;32.369
3380;31.274
3381;30.272
3382;29.319
3383;28.390
3384;27.420
3385;26.543
3386;25.734
3387;24.946
3388;24.243
3389;24.238
3390;27.538
3391;30.547
3392;33.739
3393;37.233
3394;39.423
3395;40.608
3396;41.323
3397;41.629
3398;41.521
3399;40.966
3400;39.884
3401;37.036
3402;32.581
3403;31.194
3404;30.435
3405;29.701
3406;28.804
3407;27.824
3408;26.843
3409;26.083
3410;25.555
3411;25.125
3412;24.668
3413;24.712
3414;28.476
3415;31.767
3416;34.884
3417;37.842
3418;39.578
3419;40.581
3420;41.175
3421;41.387
3422;41.205
3423;40.578
3424;39.487
3425;37.031
3426;32.791
3427;31.367
3428;30.320
3429;29.410
3430;28.637
3431;28.005
3432;27.527
3433;27.124
3434;26.659
3435;26.291
3436;25.920
3437;26.104
3438;29.252
3439;32.329
3440;35.383
3441;38.324
3442;40.115
3443;41.112
3444;41.734
3445;41.956
3446;41.779
3447;41.174
3448;40.120
3449;37.787
3450;33.710
3451;32.250
3452;31.170
3453;30.248
3454;29.447
3455;28.686
3456;27.936
3457;27.224
3458;26.673
3459;26.291
3460;25.809
3461;25.674
3462;27.483
3463;30.144
3464;32.446
3465;35.159
3466;37.814
3467;39.694
3468;40.816
3469;41.354
3470;41.312
3471;40.751
3472;39.726
3473;37.130
3474;33.110
3475;31.786
3476;30.925
3477;30.260
3478;29.818
3479;29.345
3480;28.654
3481;28.067
3482;27.574
3483;27.009
3484;26.584
3485;26.324
3486;27.839
3487;30.964
3488;34.574
3489;37.658
3490;39.788
3491;41.236
3492;42.069
3493;42.320
3494;42.151
3495;41.552
3496;40.508
3497;38.113
3498;34.242
3499;32.853
3500;31.872
3501;31.039
3502;30.283
3503;29.571
3504;28.951
3505;28.369
3506;27.780
3507;27.182
3508;26.607
3509;26.701
3510;29.623
3511;32.917
3512;36.352
3513;39.288
3514;40.916
3515;41.925
3516;42.474
3517;42.651
3518;42.462
3519;41.888
3520;40.905
3521;39.113
3522;35.723
3523;34.375
3524;33.294
3525;32.245
3526;31.272
3527;30.392
3528;29.685
3529;29.103
3530;28.782
3531;28.600
3532;28.571
3533;29.014
3534;31.163
3535;33.892
3536;37.287
3537;39.769
3538;41.099
3539;42.036
3540;42.557
3541;42.734
3542;42.595
3543;42.053
3544;41.070
3545;39.003
3546;35.197
3547;33.872
3548;32.932
3549;32.127
3550;31.497
3551;31.092
3552;30.777
3553;30.352
3554;29.888
3555;29.459
3556;29.052
3557;29.133
3558;32.108
3559;35.037
3560;37.988
3561;40.010
3562;41.439
3563;42.440
3564;42.994
3565;43.164
3566;42.931
3567;42.340
3568;41.367
3569;39.577
3570;35.874
3571;34.414
3572;33.273
3573;32.331
3574;31.706
3575;31.258
3576;30.613
3577;29.827
3578;28.903
3579;27.902
3580;27.048
3581;27.103
3582;30.087
3583;33.290
3584;36.231
3585;38.604
3586;40.345
3587;41.585
3588;42.338
3589;42.612
3590;42.432
3591;41.818
3592;40.760
3593;39.176
3594;35.910
3595;34.622
3596;33.532
3597;32.643
3598;32.071
3599;31.485
3600;30.720
3601;29.802
3602;28.912
3603;28.122
3604;27.512
3605;27.489
3606;30.561
3607;33.422
3608;35.915
3609;38.033
3610;39.649
3611;40.750
3612;41.431
3613;41.668
3614;41.523
3615;41.014
3616;40.041
3617;37.777
3618;33.807
3619;32.486
3620;31.599
3621;30.852
3622;30.059
3623;29.168
3624;28.255
3625;27.453
3626;26.848
3627;26.439
3628;26.224
3629;26.447
3630;29.141
3631;32.351
3632;35.580
3633;38.094
3634;39.795
3635;40.985
3636;41.734
3637;42.073
3638;42.009
3639;41.518
3640;40.560
3641;38.101
3642;34.213
3643;32.855
3644;31.895
3645;31.007
3646;30.051
3647;29.088
3648;28.301
3649;27.722
3650;27.252
3651;26.827
3652;26.370
3653;26.552
3654;30.512
3655;33.986
3656;37.005
3657;39.744
3658;41.593
3659;42.534
3660;43.009
3661;43.158
3662;42.959
3663;42.368
3664;41.369
3665;39.145
3666;35.378
3667;34.089
3668;33.039
3669;32.027
3670;31.187
3671;30.470
3672;29.878
3673;29.369
3674;29.043
3675;29.015
3676;28.909
3677;28.577
3678;29.389
3679;31.831
3680;34.610
3681;37.206
3682;39.411
3683;41.024
3684;42.043
3685;42.469
3686;42.357
3687;41.789
3688;40.807
3689;38.612
3690;34.994
3691;33.670
3692;32.727
3693;31.898
3694;31.144
3695;30.520
3696;30.211
3697;30.346
3698;30.141
3699;29.098
3700;27.973
3701;27.272
3702;28.331
3703;30.750
3704;33.400
3705;35.854
3706;37.951
3707;39.594
3708;40.672
3709;41.168
3710;41.136
3711;40.606
3712;39.607
3713;37.632
3714;34.343
3715;33.033
3716;32.184
3717;31.645
3718;31.167
3719;30.400
3720;29.303
3721;28.387
3722;27.666
3723;27.118
3724;26.654
3725;26.336
3726;27.683
3727;30.081
3728;32.849
3729;35.370
3730;37.483
3731;39.121
3732;40.272
3733;40.780
3734;40.765
3735;40.304
3736;39.356
3737;37.570
3738;34.515
3739;33.273
3740;32.506
3741;31.899
3742;31.293
3743;30.739
3744;30.191
3745;29.534
3746;28.994
3747;28.540
3748;28.130
3749;28.045
3750;29.675
3751;32.407
3752;34.791
3753;36.799
3754;38.422
3755;39.699
3756;40.676
3757;41.264
3758;41.370
3759;40.997
3760;40.145
3761;38.221
3762;35.128
3763;34.016
3764;33.169
3765;32.394
3766;31.745
3767;31.302
3768;30.934
3769;30.597
3770;30.259
3771;29.866
3772;29.352
3773;29.138
3774;30.429
3775;32.581
3776;34.613
3777;36.214
3778;37.729
3779;39.136
3780;40.257
3781;40.919
3782;41.159
3783;40.964
3784;40.356
3785;39.017
3786;36.065
3787;34.882
3788;34.103
3789;33.205
3790;32.188
3791;31.105
3792;30.855
3793;30.600
3794;30.189
3795;29.358
3796;28.601
3797;28.263
3798;29.549
3799;31.843
3800;34.095
3801;36.097
3802;37.715
3803;38.914
3804;39.704
3805;40.076
3806;40.012
3807;39.502
3808;38.559
3809;37.045
3810;34.250
3811;33.423
3812;32.734
3813;31.920
3814;31.119
3815;30.409
3816;29.822
3817;29.246
3818;28.674
3819;28.048
3820;27.301
3821;26.871
3822;28.171
3823;30.491
3824;32.734
3825;34.622
3826;36.233
3827;37.502
3828;38.380
3829;38.819
3830;38.778
3831;38.260
3832;37.323
3833;35.783
3834;32.735
3835;31.585
3836;30.795
3837;30.043
3838;29.266
3839;28.568
3840;27.950
3841;27.401
3842;26.865
3843;26.321
3844;25.674
3845;25.425
3846;27.028
3847;29.794
3848;32.506
3849;34.592
3850;36.157
3851;37.365
3852;38.204
3853;38.615
3854;38.588
3855;38.125
3856;37.239
3857;35.648
3858;32.362
3859;31.064
3860;30.110
3861;29.206
3862;28.441
3863;27.946
3864;27.600
3865;27.316
3866;26.842
3867;26.293
3868;25.730
3869;25.559
3870;27.379
3871;30.614
3872;33.539
3873;35.699
3874;37.248
3875;38.364
3876;39.058
3877;39.375
3878;39.279
3879;38.797
3880;37.903
3881;36.184
3882;32.587
3883;31.200
3884;30.254
3885;29.413
3886;28.662
3887;27.990
3888;27.373
3889;26.872
3890;26.487
3891;26.141
3892;25.720
3893;25.923
3894;28.283
3895;31.677
3896;34.912
3897;37.149
3898;38.653
3899;39.728
3900;40.403
3901;40.678
3902;40.580
3903;40.082
3904;39.140
3905;37.350
3906;33.719
3907;32.448
3908;31.527
3909;30.641
3910;29.891
3911;29.165
3912;28.421
3913;27.731
3914;27.089
3915;26.602
3916;26.191
3917;26.281
3918;28.683
3919;31.959
3920;34.885
3921;37.075
3922;38.489
3923;39.525
3924;40.200
3925;40.502
3926;40.400
3927;39.859
3928;38.799
3929;36.958
3930;33.938
3931;32.110
3932;30.863
3933;29.944
3934;29.120
3935;28.336
3936;27.606
3937;27.006
3938;26.766
3939;26.329
3940;25.873
3941;25.838
3942;27.999
3943;31.810
3944;35.177
3945;36.911
3946;38.190
3947;39.230
3948;39.885
3949;40.117
3950;39.917
3951;39.305
3952;38.242
3953;36.339
3954;32.600
3955;31.093
3956;30.072
3957;29.188
3958;28.402
3959;27.697
3960;27.050
3961;26.432
3962;25.862
3963;25.328
3964;24.818
3965;25.168
3966;28.526
3967;32.021
3968;36.168
3969;38.139
3970;39.363
3971;40.269
3972;40.861
3973;41.097
3974;40.933
3975;40.364
3976;39.372
3977;37.394
3978;33.310
3979;31.758
3980;30.654
3981;29.915
3982;29.628
3983;29.332
3984;28.665
3985;27.449
3986;26.419
3987;25.973
3988;25.738
3989;26.216
3990;30.350
3991;34.117
3992;37.253
3993;39.288
3994;40.746
3995;41.853
3996;42.599
3997;42.937
3998;42.807
3999;42.165
4000;40.999
4001;38.922
4002;35.199
4003;33.426
4004;32.016
4005;30.771
4006;29.707
4007;28.914
4008;28.331
4009;27.767
4010;27.216
4011;26.682
4012;26.177
4013;26.550
4014;30.234
4015;33.510
4016;36.335
4017;38.438
4018;39.710
4019;40.605
4020;41.172
4021;41.377
4022;41.197
4023;40.592
4024;39.536
4025;37.687
4026;33.990
4027;32.433
4028;31.388
4029;30.516
4030;29.668
4031;28.865
4032;28.085
4033;27.344
4034;26.674
4035;26.089
4036;25.596
4037;25.988
4038;28.903
4039;32.442
4040;36.897
4041;39.050
4042;40.318
4043;41.285
4044;41.921
4045;42.199
4046;42.063
4047;41.486
4048;40.434
4049;38.325
4050;34.063
4051;32.298
4052;31.024
4053;29.856
4054;28.807
4055;27.956
4056;27.285
4057;26.779
4058;26.341
4059;26.147
4060;26.286
4061;27.173
4062;31.036
4063;34.520
4064;37.530
4065;39.746
4066;41.146
4067;42.084
4068;42.655
4069;42.866
4070;42.693
4071;42.122
4072;41.145
4073;39.043
4074;34.738
4075;33.164
4076;32.054
4077;31.060
4078;30.160
4079;29.355
4080;28.641
4081;28.013
4082;27.392
4083;26.868
4084;26.421
4085;26.873
4086;31.124
4087;34.576
4088;37.934
4089;40.156
4090;41.581
4091;42.606
4092;43.238
4093;43.453
4094;43.177
4095;42.388
4096;41.168
4097;39.077
4098;36.051
4099;34.704
4100;33.712
