;1
4101;32.814
4102;31.906
4103;31.079
4104;30.296
4105;29.565
4106;28.917
4107;28.425
4108;28.250
4109;28.623
4110;30.754
4111;33.246
4112;35.805
4113;37.882
4114;39.556
4115;40.879
4116;41.818
4117;42.262
4118;42.197
4119;41.672
4120;40.760
4121;39.034
4122;36.205
4123;35.000
4124;34.030
4125;33.135
4126;32.348
4127;31.736
4128;31.245
4129;30.878
4130;30.488
4131;30.104
4132;29.744
4133;29.613
4134;30.924
4135;33.434
4136;35.842
4137;37.746
4138;39.199
4139;40.320
4140;40.934
4141;40.975
4142;40.626
4143;39.963
4144;39.053
4145;37.422
4146;34.990
4147;33.829
4148;33.142
4149;32.759
4150;32.457
4151;31.921
4152;31.328
4153;30.820
4154;30.206
4155;29.501
4156;28.760
4157;28.368
4158;29.722
4159;32.520
4160;35.224
4161;37.310
4162;38.903
4163;40.161
4164;41.049
4165;41.493
4166;41.471
4167;40.989
4168;40.037
4169;37.989
4170;34.234
4171;32.833
4172;31.817
4173;30.928
4174;30.138
4175;29.552
4176;29.173
4177;28.830
4178;28.402
4179;27.842
4180;27.218
4181;26.981
4182;28.873
4183;32.162
4184;35.028
4185;37.033
4186;38.556
4187;39.769
4188;40.606
4189;41.020
4190;40.991
4191;40.511
4192;39.513
4193;37.828
4194;34.691
4195;33.283
4196;32.150
4197;31.177
4198;30.360
4199;29.610
4200;28.870
4201;28.152
4202;27.543
4203;26.995
4204;26.369
4205;26.159
4206;28.098
4207;31.483
4208;34.349
4209;35.991
4210;37.321
4211;38.443
4212;39.246
4213;39.682
4214;39.640
4215;39.096
4216;38.007
4217;36.312
4218;33.869
4219;32.338
4220;31.274
4221;30.204
4222;29.195
4223;28.284
4224;27.454
4225;26.893
4226;26.492
4227;26.114
4228;25.686
4229;25.844
4230;28.337
4231;32.361
4232;35.186
4233;36.898
4234;38.289
4235;39.325
4236;39.990
4237;40.275
4238;40.189
4239;39.697
4240;38.783
4241;37.153
4242;33.729
4243;32.382
4244;31.506
4245;30.726
4246;30.026
4247;29.426
4248;28.938
4249;28.499
4250;28.073
4251;27.594
4252;27.052
4253;27.120
4254;29.511
4255;32.982
4256;36.016
4257;38.022
4258;39.442
4259;40.467
4260;41.124
4261;41.439
4262;41.373
4263;40.917
4264;40.060
4265;38.238
4266;34.201
4267;32.591
4268;31.385
4269;30.312
4270;29.330
4271;28.451
4272;27.699
4273;27.207
4274;26.939
4275;26.650
4276;26.279
4277;26.501
4278;29.141
4279;32.752
4280;35.881
4281;38.055
4282;39.638
4283;40.803
4284;41.572
4285;41.951
4286;41.928
4287;41.497
4288;40.675
4289;38.858
4290;34.974
4291;33.402
4292;32.384
4293;31.629
4294;30.456
4295;29.277
4296;28.744
4297;28.440
4298;28.081
4299;27.630
4300;27.303
4301;27.374
4302;29.421
4303;32.744
4304;35.591
4305;37.818
4306;39.524
4307;40.757
4308;41.565
4309;41.961
4310;41.950
4311;41.549
4312;40.755
4313;38.950
4314;35.285
4315;33.616
4316;32.569
4317;31.955
4318;30.733
4319;29.476
4320;28.547
4321;27.847
4322;27.280
4323;26.803
4324;26.366
4325;26.792
4326;30.201
4327;33.150
4328;36.452
4329;38.829
4330;40.340
4331;41.455
4332;42.172
4333;42.496
4334;42.389
4335;41.862
4336;40.937
4337;39.130
4338;35.410
4339;33.937
4340;32.911
4341;32.093
4342;31.485
4343;31.084
4344;30.840
4345;30.698
4346;30.557
4347;30.338
4348;29.987
4349;29.678
4350;31.558
4351;34.382
4352;37.731
4353;40.054
4354;41.424
4355;42.354
4356;42.884
4357;43.035
4358;42.866
4359;42.340
4360;41.444
4361;39.750
4362;36.132
4363;34.705
4364;33.862
4365;33.509
4366;33.346
4367;32.750
4368;31.444
4369;29.929
4370;28.903
4371;28.515
4372;28.118
4373;28.091
4374;29.887
4375;32.744
4376;35.088
4377;36.998
4378;38.563
4379;39.816
4380;40.662
4381;41.089
4382;41.061
4383;40.568
4384;39.639
4385;37.948
4386;34.572
4387;33.377
4388;32.752
4389;32.244
4390;31.452
4391;30.493
4392;29.684
4393;29.095
4394;28.676
4395;28.326
4396;27.992
4397;28.370
4398;31.232
4399;33.987
4400;36.338
4401;38.158
4402;39.671
4403;40.837
4404;41.549
4405;41.780
4406;41.664
4407;41.215
4408;40.342
4409;38.768
4410;35.685
4411;34.467
4412;33.619
4413;32.903
4414;32.277
4415;31.699
4416;31.144
4417;30.581
4418;29.901
4419;29.247
4420;28.602
4421;28.293
4422;29.856
4423;32.949
4424;35.672
4425;37.767
4426;39.429
4427;40.693
4428;41.517
4429;41.943
4430;41.906
4431;41.380
4432;40.398
4433;38.777
4434;35.832
4435;34.700
4436;33.995
4437;33.243
4438;32.359
4439;31.422
4440;30.416
4441;29.583
4442;28.907
4443;28.322
4444;27.786
4445;27.626
4446;29.275
4447;32.179
4448;34.646
4449;36.670
4450;38.268
4451;39.644
4452;40.651
4453;41.159
4454;41.166
4455;40.738
4456;39.912
4457;38.439
4458;35.853
4459;34.433
4460;33.028
4461;31.717
4462;30.616
4463;29.642
4464;28.699
4465;27.801
4466;27.080
4467;26.541
4468;26.098
4469;26.045
4470;27.992
4471;31.323
4472;34.025
4473;36.000
4474;37.675
4475;38.982
4476;39.912
4477;40.410
4478;40.458
4479;39.993
4480;38.895
4481;37.074
4482;34.267
4483;32.400
4484;30.890
4485;29.648
4486;28.677
4487;27.870
4488;27.252
4489;26.709
4490;26.208
4491;25.784
4492;25.388
4493;25.473
4494;27.681
4495;30.867
4496;34.100
4497;36.191
4498;37.667
4499;38.829
4500;39.614
4501;40.009
4502;39.985
4503;39.524
4504;38.536
4505;36.758
4506;33.559
4507;32.069
4508;30.767
4509;29.545
4510;28.519
4511;27.705
4512;27.059
4513;26.528
4514;26.115
4515;25.712
4516;25.239
4517;25.286
4518;27.514
4519;31.034
4520;34.896
4521;37.549
4522;39.047
4523;40.103
4524;40.764
4525;41.046
4526;40.989
4527;40.518
4528;39.610
4529;37.795
4530;34.091
4531;32.739
4532;31.666
4533;30.610
4534;29.600
4535;28.714
4536;27.986
4537;27.458
4538;27.073
4539;26.720
4540;26.308
4541;26.461
4542;29.032
4543;31.957
4544;34.249
4545;36.053
4546;37.479
4547;38.638
4548;39.480
4549;39.918
4550;39.943
4551;39.555
4552;38.687
4553;36.901
4554;33.173
4555;31.693
4556;30.760
4557;30.620
4558;30.501
4559;29.487
4560;28.429
4561;27.124
4562;26.651
4563;26.521
4564;26.332
4565;26.629
4566;29.240
4567;32.404
4568;35.164
4569;37.229
4570;38.715
4571;39.795
4572;40.491
4573;40.801
4574;40.726
4575;40.244
4576;39.296
4577;37.415
4578;33.667
4579;32.121
4580;30.904
4581;29.829
4582;28.928
4583;28.316
4584;27.887
4585;27.510
4586;27.139
4587;26.784
4588;26.468
4589;26.647
4590;28.944
4591;32.075
4592;35.125
4593;37.245
4594;38.560
4595;39.557
4596;40.216
4597;40.524
4598;40.417
4599;39.844
4600;38.754
4601;36.925
4602;33.542
4603;31.875
4604;30.762
4605;29.881
4606;29.047
4607;28.277
4608;27.640
4609;27.124
4610;26.686
4611;26.300
4612;25.925
4613;26.141
4614;28.741
4615;32.480
4616;36.458
4617;38.471
4618;39.616
4619;40.448
4620;40.979
4621;41.181
4622;41.069
4623;40.546
4624;39.589
4625;37.779
4626;33.929
4627;32.324
4628;31.124
4629;30.512
4630;30.263
4631;29.065
4632;27.708
4633;27.020
4634;26.637
4635;26.328
4636;26.007
4637;26.283
4638;29.845
4639;32.752
4640;35.143
4641;37.200
4642;38.915
4643;40.158
4644;40.949
4645;41.363
4646;41.426
4647;41.034
4648;40.117
4649;38.372
4650;34.609
4651;32.939
4652;31.710
4653;30.705
4654;30.019
4655;29.655
4656;29.225
4657;28.307
4658;27.149
4659;26.398
4660;25.997
4661;26.385
4662;29.148
4663;32.710
4664;36.396
4665;39.296
4666;40.792
4667;41.692
4668;42.221
4669;42.423
4670;42.244
4671;41.661
4672;40.633
4673;38.668
4674;34.699
4675;33.274
4676;32.248
4677;31.331
4678;30.469
4679;29.666
4680;28.907
4681;28.212
4682;27.656
4683;27.307
4684;27.077
4685;27.309
4686;29.531
4687;32.862
4688;35.960
4689;38.434
4690;40.181
4691;41.337
4692;41.949
4693;42.157
4694;41.987
4695;41.443
4696;40.481
4697;38.559
4698;34.767
4699;33.243
4700;32.121
4701;31.418
4702;30.771
4703;29.632
4704;28.572
4705;27.970
4706;27.613
4707;27.346
4708;27.230
4709;28.021
4710;29.968
4711;31.735
4712;33.567
4713;35.474
4714;37.316
4715;38.868
4716;40.003
4717;40.629
4718;40.729
4719;40.359
4720;39.532
4721;38.204
4722;35.780
4723;34.842
4724;34.096
4725;33.317
4726;32.497
4727;31.709
4728;30.978
4729;30.386
4730;29.791
4731;29.203
4732;28.716
4733;28.692
4734;30.797
4735;33.344
4736;35.850
4737;37.979
4738;39.680
4739;40.931
4740;41.742
4741;42.093
4742;42.003
4743;41.474
4744;40.589
4745;39.171
4746;36.697
4747;35.567
4748;34.610
4749;33.743
4750;32.993
4751;32.569
4752;32.131
4753;31.560
4754;30.858
4755;30.054
4756;29.366
4757;29.253
4758;32.437
4759;35.589
4760;38.312
4761;40.287
4762;41.719
4763;42.763
4764;43.447
4765;43.755
4766;43.657
4767;43.148
4768;42.203
4769;40.222
4770;36.378
4771;35.001
4772;34.026
4773;33.472
4774;33.054
4775;32.376
4776;31.313
4777;30.203
4778;29.414
4779;28.760
4780;28.215
4781;28.234
4782;30.375
4783;32.675
4784;34.998
4785;37.058
4786;38.774
4787;40.068
4788;40.907
4789;41.265
4790;41.169
4791;40.660
4792;39.802
4793;38.484
4794;35.986
4795;34.961
4796;34.142
4797;33.350
4798;32.626
4799;31.954
4800;31.233
4801;30.544
4802;29.918
4803;29.400
4804;28.913
4805;28.811
4806;29.971
4807;31.864
4808;34.247
4809;36.500
4810;38.389
4811;39.857
4812;40.967
4813;41.542
4814;41.539
4815;41.137
4816;40.403
4817;39.191
4818;36.909
4819;35.761
4820;34.887
4821;34.058
4822;33.102
4823;32.126
4824;30.959
4825;30.023
4826;29.396
4827;28.733
4828;28.219
4829;28.107
4830;29.825
4831;32.285
4832;34.577
4833;36.725
4834;38.635
4835;40.146
4836;41.196
4837;41.764
4838;41.831
4839;41.422
4840;40.549
4841;38.880
4842;35.720
4843;34.433
4844;33.406
4845;32.564
4846;31.749
4847;31.029
4848;30.803
4849;30.564
4850;29.920
4851;29.196
4852;28.574
4853;28.406
4854;30.399
4855;33.038
4856;35.438
4857;37.510
4858;39.240
4859;40.572
4860;41.460
4861;41.839
4862;41.664
4863;41.005
4864;40.018
4865;38.666
4866;36.314
4867;35.506
4868;35.179
4869;34.718
4870;33.802
4871;32.857
4872;32.149
4873;31.594
4874;30.873
4875;30.020
4876;29.206
4877;28.895
4878;30.325
4879;32.822
4880;34.962
4881;36.713
4882;38.152
4883;39.309
4884;40.147
4885;40.546
4886;40.492
4887;39.817
4888;38.884
4889;37.508
4890;35.495
4891;34.590
4892;33.898
4893;33.216
4894;32.546
4895;31.904
4896;31.231
4897;30.588
4898;29.966
4899;29.267
4900;28.510
4901;28.041
4902;29.276
4903;31.744
4904;34.125
4905;35.941
4906;37.388
4907;38.575
4908;39.397
4909;39.752
4910;39.750
4911;39.305
4912;38.381
4913;37.238
4914;35.376
4915;34.523
4916;33.667
4917;32.762
4918;31.919
4919;31.151
4920;30.371
4921;29.573
4922;28.736
4923;27.956
4924;27.300
4925;26.931
4926;28.332
4927;30.882
4928;33.373
4929;35.438
4930;37.047
4931;38.301
4932;39.139
4933;39.565
4934;39.556
4935;39.117
4936;38.254
4937;36.721
4938;33.718
4939;32.526
4940;31.636
4941;30.902
4942;30.277
4943;29.794
4944;29.294
4945;28.759
4946;28.266
4947;27.842
4948;27.391
4949;27.250
4950;29.036
4951;32.200
4952;35.099
4953;37.043
4954;38.508
4955;39.623
4956;40.353
4957;40.708
4958;40.672
4959;40.236
4960;39.342
4961;37.787
4962;34.747
4963;33.571
4964;32.523
4965;31.477
4966;30.687
4967;29.963
4968;29.384
4969;29.033
4970;28.693
4971;28.262
4972;27.797
4973;27.590
4974;29.096
4975;31.900
4976;34.809
4977;36.867
4978;38.335
4979;39.426
4980;40.108
4981;40.391
4982;40.305
4983;39.806
4984;38.883
4985;37.286
4986;34.159
4987;32.879
4988;31.885
4989;31.030
4990;30.345
4991;29.920
4992;29.583
4993;29.165
4994;28.699
4995;28.225
4996;27.905
4997;28.129
4998;30.454
4999;32.839
5000;35.214
5001;37.082
5002;38.511
5003;39.576
5004;40.373
5005;40.786
5006;40.728
5007;40.242
5008;39.360
5009;37.976
5010;35.545
5011;34.609
5012;33.797
5013;32.962
5014;32.315
5015;31.717
5016;31.044
5017;30.272
5018;29.553
5019;28.910
5020;28.211
5021;28.064
5022;29.877
5023;32.072
5024;34.280
5025;36.211
5026;37.807
5027;39.095
5028;40.011
5029;40.505
5030;40.559
5031;40.175
5032;39.354
5033;38.046
5034;35.765
5035;34.946
5036;34.023
5037;32.863
5038;31.609
5039;30.357
5040;29.269
5041;28.464
5042;27.891
5043;27.453
5044;27.067
5045;26.848
5046;27.766
5047;29.718
5048;32.220
5049;34.745
5050;36.942
5051;38.736
5052;40.045
5053;40.787
5054;40.960
5055;40.620
5056;39.848
5057;38.086
5058;34.596
5059;33.064
5060;31.932
5061;31.214
5062;30.798
5063;30.154
5064;29.104
5065;28.196
5066;27.457
5067;26.945
5068;26.650
5069;26.938
5070;30.162
5071;33.603
5072;36.671
5073;38.895
5074;40.449
5075;41.565
5076;42.281
5077;42.615
5078;42.499
5079;41.913
5080;40.828
5081;38.935
5082;35.715
5083;34.301
5084;33.061
5085;31.933
5086;31.101
5087;30.383
5088;29.791
5089;29.300
5090;28.755
5091;28.341
5092;27.949
5093;27.985
5094;30.711
5095;33.901
5096;36.724
5097;38.756
5098;40.126
5099;41.115
5100;41.744
5101;42.024
5102;41.953
5103;41.437
5104;40.399
5105;38.467
5106;35.149
5107;33.672
5108;32.403
5109;31.227
5110;30.217
5111;29.391
5112;28.675
5113;28.022
5114;27.368
5115;26.663
5116;26.199
5117;26.476
5118;28.699
5119;30.382
5120;32.270
5121;34.262
5122;36.074
5123;37.561
5124;38.655
5125;39.295
5126;39.388
5127;38.960
5128;38.080
5129;36.847
5130;35.127
5131;34.277
5132;33.458
5133;32.652
5134;31.914
5135;31.283
5136;30.723
5137;30.225
5138;29.799
5139;29.476
5140;29.155
5141;29.004
5142;30.129
5143;32.330
5144;34.634
5145;36.674
5146;38.413
5147;39.763
5148;40.726
5149;41.174
5150;41.171
5151;40.656
5152;39.700
5153;38.418
5154;36.794
5155;36.030
5156;35.273
5157;34.455
5158;33.604
5159;32.782
5160;31.992
5161;31.282
5162;30.686
5163;30.122
5164;29.604
5165;29.408
5166;31.100
5167;33.384
5168;35.676
5169;37.594
5170;39.213
5171;40.488
5172;41.404
5173;41.859
5174;41.827
5175;41.299
5176;40.394
5177;38.987
5178;36.805
5179;35.943
5180;35.177
5181;34.417
5182;33.650
5183;32.861
5184;32.015
5185;31.139
5186;30.374
5187;29.669
5188;28.871
5189;28.383
5190;29.813
5191;32.483
5192;34.964
5193;37.056
5194;38.690
5195;39.872
5196;40.615
5197;40.934
5198;40.823
5199;40.276
5200;39.297
5201;37.782
5202;35.316
5203;34.470
5204;33.813
5205;33.136
5206;32.422
5207;31.649
5208;30.856
5209;30.025
5210;29.286
5211;28.615
5212;28.003
5213;27.764
5214;29.737
5215;31.922
5216;34.358
5217;36.577
5218;38.464
5219;39.812
5220;40.624
5221;41.002
5222;40.971
5223;40.525
5224;39.626
5225;37.826
5226;34.361
5227;33.106
5228;32.002
5229;30.982
5230;30.207
5231;29.852
5232;29.311
5233;28.608
5234;27.951
5235;27.314
5236;26.848
5237;26.686
5238;28.770
5239;31.977
5240;34.849
5241;36.954
5242;38.582
5243;39.761
5244;40.530
5245;40.884
5246;40.798
5247;40.206
5248;39.196
5249;37.456
5250;34.594
5251;33.241
5252;32.156
5253;31.429
5254;30.823
5255;30.087
5256;29.407
5257;28.694
5258;28.018
5259;27.548
5260;27.094
5261;26.835
5262;28.453
5263;31.446
5264;34.204
5265;36.251
5266;37.781
5267;38.890
5268;39.602
5269;39.909
5270;39.803
5271;39.284
5272;38.354
5273;36.460
5274;33.389
5275;32.197
5276;31.199
5277;30.329
5278;29.629
5279;28.960
5280;28.127
5281;27.264
5282;26.613
5283;26.143
5284;25.688
5285;25.575
5286;28.372
5287;31.290
5288;33.862
5289;35.837
5290;37.340
5291;38.441
5292;39.182
5293;39.546
5294;39.520
5295;39.100
5296;38.265
5297;36.664
5298;33.810
5299;32.644
5300;31.771
5301;31.119
5302;30.533
5303;29.928
5304;29.408
5305;28.859
5306;28.498
5307;28.187
5308;27.869
5309;27.727
5310;28.961
5311;30.564
5312;32.598
5313;34.713
5314;36.580
5315;38.062
5316;39.084
5317;39.607
5318;39.521
5319;38.987
5320;38.204
5321;37.110
5322;35.217
5323;34.348
5324;33.478
5325;32.584
5326;31.726
5327;31.000
5328;30.367
5329;29.795
5330;29.292
5331;28.812
5332;28.314
5333;27.943
5334;28.934
5335;30.873
5336;33.088
5337;35.059
5338;36.761
5339;38.137
5340;39.093
5341;39.579
5342;39.620
5343;39.160
5344;38.296
5345;36.871
5346;34.413
5347;33.510
5348;32.745
5349;31.822
5350;30.865
5351;30.047
5352;29.319
5353;28.666
5354;28.058
5355;27.545
5356;27.085
5357;26.826
5358;27.822
5359;29.539
5360;31.654
5361;33.734
5362;35.546
5363;37.034
5364;38.099
5365;38.673
5366;38.748
5367;38.320
5368;37.500
5369;36.402
5370;35.085
5371;34.382
5372;33.748
5373;33.091
5374;32.411
5375;31.759
5376;31.147
5377;30.609
5378;30.126
5379;29.670
5380;29.215
5381;28.820
5382;29.167
5383;30.280
5384;31.881
5385;33.661
5386;35.217
5387;36.492
5388;37.383
5389;37.787
5390;37.745
5391;37.253
5392;36.390
5393;35.231
5394;33.878
5395;32.991
5396;32.177
5397;31.503
5398;30.777
5399;30.109
5400;29.555
5401;29.078
5402;28.664
5403;28.327
5404;28.016
5405;27.886
5406;28.773
5407;30.778
5408;32.499
5409;34.018
5410;35.648
5411;36.982
5412;37.786
5413;38.152
5414;38.153
5415;37.926
5416;37.398
5417;36.599
5418;35.273
5419;34.842
5420;34.340
5421;33.786
5422;33.187
5423;32.571
5424;31.965
5425;31.262
5426;30.662
5427;30.142
5428;29.639
5429;29.382
5430;30.805
5431;32.945
5432;35.016
5433;36.805
5434;38.175
5435;39.110
5436;39.608
5437;40.025
5438;39.929
5439;39.583
5440;38.859
5441;37.629
5442;35.551
5443;34.633
5444;33.686
5445;32.862
5446;32.216
5447;31.489
5448;30.842
5449;30.142
5450;29.308
5451;28.445
5452;27.680
5453;27.186
5454;28.847
5455;31.628
5456;34.159
5457;36.124
5458;37.674
5459;38.876
5460;39.700
5461;40.102
5462;40.084
5463;39.607
5464;38.681
5465;36.966
5466;34.200
5467;33.127
5468;32.178
5469;31.262
5470;30.236
5471;29.375
5472;28.613
5473;27.779
5474;27.046
5475;26.475
5476;25.991
5477;25.842
5478;28.268
5479;31.274
5480;33.894
5481;35.839
5482;37.340
5483;38.528
5484;39.332
5485;39.709
5486;39.676
5487;39.233
5488;38.366
5489;36.648
5490;33.821
5491;32.707
5492;31.684
5493;30.704
5494;29.849
5495;29.183
5496;28.640
5497;28.141
5498;27.725
5499;27.382
5500;27.026
5501;26.855
5502;29.271
5503;32.301
5504;35.015
5505;37.083
5506;38.643
5507;39.837
5508;40.623
5509;40.991
5510;40.946
5511;40.460
5512;39.485
5513;37.580
5514;34.721
5515;33.720
5516;32.761
5517;31.718
5518;30.766
5519;30.025
5520;29.458
5521;28.885
5522;28.357
5523;28.254
5524;28.170
5525;28.093
5526;29.530
5527;31.701
5528;34.019
5529;36.044
5530;37.677
5531;38.931
5532;39.750
5533;40.166
5534;40.150
5535;39.449
5536;38.154
5537;36.569
5538;34.589
5539;32.546
5540;30.730
5541;29.503
5542;28.744
5543;28.159
5544;27.631
5545;27.157
5546;26.784
5547;26.541
5548;26.397
5549;26.351
5550;26.949
5551;28.205
5552;29.674
5553;30.951
5554;31.928
5555;32.451
5556;32.495
5557;32.221
5558;31.644
5559;30.903
5560;30.091
5561;29.267
5562;28.522
5563;28.058
5564;27.672
5565;27.314
5566;26.966
5567;26.649
5568;26.380
5569;26.128
5570;25.886
5571;25.687
5572;25.530
5573;25.479
5574;26.379
5575;27.978
5576;29.426
5577;30.723
5578;31.876
5579;32.825
5580;33.536
5581;33.883
5582;33.796
5583;33.276
5584;32.609
5585;31.890
5586;31.032
5587;30.568
5588;30.113
5589;29.568
5590;28.889
5591;28.243
5592;27.738
5593;27.257
5594;26.818
5595;26.360
5596;25.974
5597;25.909
5598;27.773
5599;30.099
5600;32.206
5601;34.003
5602;35.463
5603;36.495
5604;37.040
5605;37.191
5606;36.572
5607;35.807
5608;34.750
5609;33.491
5610;32.334
5611;31.543
5612;30.772
5613;30.055
5614;29.446
5615;28.931
5616;28.471
5617;28.007
5618;27.594
5619;27.231
5620;26.823
5621;26.676
5622;28.046
5623;30.471
5624;32.826
5625;34.647
5626;36.029
5627;37.123
5628;37.913
5629;38.286
5630;38.209
5631;37.632
5632;36.513
5633;34.942
5634;33.239
5635;32.077
5636;31.017
5637;30.110
5638;29.259
5639;28.486
5640;27.830
5641;27.277
5642;26.807
5643;26.404
5644;26.054
5645;25.885
5646;27.640
5647;30.180
5648;32.297
5649;34.027
5650;35.316
5651;36.242
5652;36.807
5653;36.960
5654;36.753
5655;36.211
5656;35.245
5657;33.945
5658;32.368
5659;31.349
5660;30.412
5661;29.589
5662;28.867
5663;28.282
5664;27.816
5665;27.500
5666;27.253
5667;26.997
5668;26.642
5669;26.480
5670;28.519
5671;31.243
5672;33.264
5673;34.720
5674;35.826
5675;36.566
5676;36.910
5677;36.776
5678;36.241
5679;35.498
5680;34.551
5681;33.242
5682;31.781
5683;30.757
5684;29.837
5685;29.017
5686;28.235
5687;27.538
5688;27.010
5689;26.645
5690;26.381
5691;26.099
5692;25.801
5693;25.736
5694;27.636
5695;30.643
5696;32.988
5697;34.769
5698;36.303
5699;37.511
5700;38.268
5701;38.599
5702;38.455
5703;37.749
5704;36.666
5705;35.145
5706;33.170
5707;32.065
5708;31.098
5709;30.305
5710;29.642
5711;28.783
5712;28.136
5713;27.639
5714;27.210
5715;26.817
5716;26.393
5717;26.146
5718;28.543
5719;31.723
5720;34.362
5721;36.303
5722;37.803
5723;38.899
5724;39.571
5725;39.824
5726;39.643
5727;39.027
5728;37.956
5729;35.650
5730;32.896
5731;31.968
5732;31.156
5733;30.497
5734;30.005
5735;29.447
5736;28.768
5737;28.027
5738;27.346
5739;26.805
5740;26.435
5741;26.283
5742;28.671
5743;31.985
5744;34.807
5745;36.798
5746;38.243
5747;39.267
5748;39.881
5749;40.062
5750;39.913
5751;39.279
5752;38.279
5753;36.076
5754;33.485
5755;32.638
5756;31.917
5757;31.372
5758;30.833
5759;30.163
5760;29.522
5761;28.962
5762;28.433
5763;27.811
5764;27.208
5765;26.835
5766;28.717
5767;32.019
5768;35.116
5769;37.196
5770;38.630
5771;39.630
5772;40.250
5773;40.511
5774;40.371
5775;39.823
5776;38.779
5777;36.496
5778;33.645
5779;32.689
5780;31.869
5781;31.135
5782;30.488
5783;29.868
5784;29.264
5785;28.703
5786;28.076
5787;27.421
5788;26.940
5789;26.731
5790;28.228
5791;31.329
5792;34.333
5793;36.385
5794;37.524
5795;38.559
5796;39.230
5797;39.535
5798;39.515
5799;39.123
5800;38.310
5801;35.983
5802;33.268
5803;32.379
5804;31.537
5805;30.713
5806;30.029
5807;29.523
5808;29.064
5809;28.608
5810;28.182
5811;27.853
5812;27.610
5813;27.357
5814;29.035
5815;32.013
5816;34.899
5817;36.839
5818;38.191
5819;39.222
5820;39.897
5821;40.185
5822;40.103
5823;39.557
5824;38.581
5825;36.566
5826;34.186
5827;33.237
5828;32.252
5829;31.213
5830;30.126
5831;29.217
5832;28.614
5833;28.211
5834;27.863
5835;27.410
5836;26.744
5837;26.156
5838;27.630
5839;30.822
5840;34.174
5841;36.452
5842;37.917
5843;38.994
5844;39.688
5845;39.986
5846;39.871
5847;39.296
5848;38.164
5849;35.658
5850;32.653
5851;31.479
5852;30.240
5853;29.192
5854;28.342
5855;27.604
5856;26.914
5857;26.268
5858;25.703
5859;25.239
5860;24.847
5861;24.637
5862;26.680
5863;30.062
5864;34.365
5865;36.973
5866;38.381
5867;39.397
5868;40.048
5869;40.327
5870;40.192
5871;39.590
5872;38.457
5873;36.076
5874;33.089
5875;32.015
5876;30.985
5877;29.985
5878;29.058
5879;28.177
5880;27.372
5881;26.642
5882;25.987
5883;25.448
5884;25.051
5885;24.942
5886;27.548
5887;30.777
5888;33.980
5889;36.590
5890;38.302
5891;39.508
5892;40.283
5893;40.648
5894;40.562
5895;39.945
5896;38.782
5897;36.672
5898;33.900
5899;32.804
5900;31.870
5901;31.018
5902;30.162
5903;29.308
5904;28.518
5905;27.803
5906;27.195
5907;26.723
5908;26.348
5909;26.169
5910;28.599
5911;31.850
5912;35.110
5913;37.423
5914;38.909
5915;40.044
5916;40.808
5917;41.160
5918;41.067
5919;40.493
5920;39.416
5921;37.082
5922;34.210
5923;33.181
5924;32.191
5925;31.291
5926;30.487
5927;29.937
5928;29.381
5929;28.868
5930;28.440
5931;28.079
5932;27.708
5933;27.291
5934;29.135
5935;31.704
5936;34.823
5937;37.504
5938;39.191
5939;40.315
5940;40.994
5941;41.282
5942;41.153
5943;40.612
5944;39.595
5945;37.227
5946;34.437
5947;33.464
5948;32.490
5949;31.577
5950;30.765
5951;30.106
5952;29.568
5953;29.059
5954;28.720
5955;28.602
5956;28.111
5957;27.432
5958;28.967
5959;31.446
5960;33.858
5961;35.922
5962;37.665
5963;39.003
5964;39.900
5965;40.328
5966;40.207
5967;39.586
5968;38.522
5969;36.692
5970;34.311
5971;33.193
5972;32.155
5973;31.224
5974;30.373
5975;29.701
5976;29.223
5977;28.782
5978;28.275
5979;27.859
5980;27.453
5981;27.065
5982;27.820
5983;29.954
5984;32.499
5985;34.816
5986;36.739
5987;38.209
5988;39.198
5989;39.678
5990;39.645
5991;39.131
5992;38.087
5993;35.613
5994;32.967
5995;32.182
5996;31.464
5997;30.762
5998;29.978
5999;29.185
6000;28.467
6001;27.746
6002;27.069
6003;26.430
6004;25.908
6005;25.462
6006;26.666
6007;29.962
6008;33.331
6009;35.490
6010;37.053
6011;38.281
6012;39.093
6013;39.441
6014;39.296
6015;38.630
6016;37.403
6017;35.090
6018;32.294
6019;31.177
6020;30.387
6021;29.794
6022;29.254
6023;28.716
6024;28.175
6025;27.525
6026;26.892
6027;26.253
6028;25.713
6029;25.432
6030;26.808
6031;30.090
6032;33.269
6033;35.497
6034;37.159
6035;38.382
6036;39.147
6037;39.439
6038;39.252
6039;38.576
6040;37.408
6041;35.439
6042;33.169
6043;32.250
6044;31.455
6045;30.744
6046;30.071
6047;29.399
6048;28.711
6049;27.935
6050;27.090
6051;26.493
6052;26.083
6053;25.784
6054;27.219
6055;30.299
6056;33.191
6057;35.152
6058;36.739
6059;37.989
6060;38.821
6061;39.171
6062;39.040
6063;38.445
6064;37.338
6065;35.534
6066;33.494
6067;32.490
6068;31.630
6069;30.888
6070;30.164
6071;29.427
6072;28.683
6073;27.979
6074;27.360
6075;26.796
6076;26.287
6077;25.862
6078;26.851
6079;29.923
6080;33.523
6081;35.751
6082;37.202
6083;38.295
6084;39.023
6085;39.355
6086;39.243
6087;38.644
6088;37.511
6089;35.475
6090;33.127
6091;32.187
6092;31.281
6093;30.422
6094;29.612
6095;28.885
6096;28.235
6097;27.655
6098;27.143
6099;26.641
