;1;2
0;0;0
1;1,805157594;1,646954315
2;2,908309456;2,653426396
3;4,512893983;4,117385787
4;5,616045845;5,123857868
5;6,618911175;6,038832487
6;7,621776505;6,953807107
7;8,524355301;7,777284264
8;9,426934098;8,600761421
9;10,63037249;9,698730965
10;11,73352436;10,70520305
11;12,13467048;11,07119289
12;13,13753582;11,98616752
13;13,43839542;12,2606599
14;14,44126074;13,17563452
15;15,04297995;13,72461929
16;15,8452722;14,45659898
17;16,44699141;15,00558376
18;16,64756447;15,18857868
19;17,44985673;15,92055837
20;18,05157594;16,46954315
21;18,65329513;17,01852792
22;18,95415473;17,2930203
23;19,1547278;17,47601523
24;19,85673353;18,11649746
25;20,05730659;18,29949238
26;20,65902579;18,84847716
27;21,06017193;19,21446701
28;21,86246418;19,9464467
29;22,16332379;20,22093909
30;22,46418338;20,49543147
31;22,76504298;20,76992386
32;23,26647565;21,22741117
33;23,46704871;21,41040609
34;23,86819484;21,77639594
35;24,26934098;22,14238579
36;24,46991404;22,32538071
37;24,67048711;22,50837564
38;25,17191977;22,96586294
39;25,37249284;23,14885787
40;25,5730659;23,33185279
41;26,07449857;23,7893401
42;26,27507164;23,97233503
43;26,57593124;24,24682741
44;26,7765043;24,42982233
45;27,07736389;24,70431472
46;27,47851003;25,07030457
47;27,6790831;25,2532995
48;27,77936962;25,34479695
49;27,87965616;25,43629441
50;28,28080229;25,80228426
51;28,38108883;25,89378173
52;28,78223496;26,25977158
53;28,98280802;26,44276649
54;28,8825215;26,35126904
55;29,48424069;26,90025381
56;29,48424069;26,90025381
57;29,78510029;27,17474619
58;29,88538682;27,26624366
59;30,18624642;27,54073604
60;30,18624642;27,54073604
61;30,48710602;27,81522842
62;30,48710602;27,81522842
63;30,48710602;27,81522842
64;30,88825215;28,18121827
65;30,98853868;28,27271574
66;31,08587917;28,36152535
67;31,18911175;28,45571066
68;31,28939828;28,54720812
69;31,38968482;28,63870559
70;31,59025788;28,82170051
71;31,79083095;29,00469543
72;31,89111747;29,09619289
73;32,09169055;29,27918782
74;32,09169055;29,27918782
75;32,19197708;29,37068528
76;32,59312322;29,73667513
77;32,59312322;29,73667513
78;32,69340974;29,82817259
79;32,89398281;30,01116752
80;33,09455587;30,19416243
81;33,19484241;30,2856599
82;33,09455587;30,19416243
83;33,29512894;30,37715736
84;33,29512894;30,37715736
85;33,59598854;30,65164975
86;33,59598854;30,65164975
87;33,7965616;30,83464467
88;33,7965616;30,83464467
89;33,89684814;30,92614213
90;33,99713467;31,0176396
91;33,99713467;31,0176396
92;34,29799427;31,29213198
93;34,29799427;31,29213198
94;34,29799427;31,29213198
95;34,49856733;31,4751269
96;34,49856733;31,4751269
97;34,59885387;31,56662436
98;34,59885387;31,56662436
99;34,6991404;31,65812183
100;35;31,93261421
101;35;31,93261421
102;35;31,93261421
103;35;31,93261421
104;35;31,93261421
105;35;31,93261421
106;35;31,93261421
107;35;31,93261421
108;35;31,93261421
109;35;31,93261421
110;35;31,93261421
111;35;31,93261421
112;35;31,93261421
113;35;31,93261421
114;35;31,93261421
115;35;31,93261421
116;35;31,93261421
117;35;31,93261421
118;35;31,93261421
119;35;31,93261421
120;35;31,93261421
