;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
1;0;5000;0;100000;0;0;0;0;0;0;100000;0;0;0;0;0;0;0;0;0;0
2;0;3000;20000;0;0;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
