;1;2;3;4;5;6;7;8;9;10
161;9178.976878;9637.925722;10119.82201;10625.81311;11157.10376;11714.95895;12300.7069;12915.74224;13561.52936;14239.60582
162;10577.43678;11106.30862;11661.62405;12244.70525;12856.94052;13499.78754;14174.77692;14883.51576;15627.69155;16409.07613
163;13474.6965;14148.43132;14855.85289;15598.64553;16378.57781;17197.5067;18057.38204;18960.25114;19908.2637;20903.67688
164;18169.59812;19078.07802;20031.98193;21033.58102;22085.26007;23189.52308;24348.99923;25566.44919;26844.77165;28187.01023
165;20948.64843;21996.08086;23095.8849;24250.67914;25463.2131;26736.37375;28073.19244;29476.85206;30950.69467;32498.2294
166;17151.64351;18009.22569;18909.68697;19855.17132;20847.92989;21890.32638;22984.8427;24134.08483;25340.78908;26607.82853
167;10703.51534;11238.69111;11800.62566;12390.65695;13010.18979;13660.69928;14343.73425;15060.92096;15813.96701;16604.66536
168;3831.579281;4023.158245;4224.316158;4435.531966;4657.308564;4890.173992;5134.682692;5391.416826;5660.987668;5944.037051
169;3935.158307;4131.916223;4338.512034;4555.437635;4783.209517;5022.369993;5273.488493;5537.162917;5814.021063;6104.722116
170;3899.815172;4094.805931;4299.546227;4514.523539;4740.249716;4977.262202;5226.125312;5487.431577;5761.803156;6049.893314
171;3996.202347;4196.012464;4405.813088;4626.103742;4857.408929;5100.279375;5355.293344;5623.058011;5904.210912;6199.421458
172;3925.020446;4121.271468;4327.335042;4543.701794;4770.886883;5009.431228;5259.902789;5522.897928;5799.042825;6088.994966
173;4180.509225;4389.534687;4609.011421;4839.461992;5081.435092;5335.506846;5602.282188;5882.396298;6176.516113;6485.341918
174;5218.785715;5479.725001;5753.711251;6041.396814;6343.466654;6660.639987;6993.671986;7343.355586;7710.523365;8096.049533
175;8798.544001;9238.471201;9700.394761;10185.4145;10694.68522;11229.41949;11790.89046;12380.43498;12999.45673;13649.42957
176;8684.385606;9118.604886;9574.53513;10053.26189;10555.92498;11083.72123;11637.90729;12219.80266;12830.79279;13472.33243
177;8361.063207;8779.116367;9218.072186;9678.975795;10162.92458;10671.07081;11204.62435;11764.85557;12353.09835;12970.75327
178;8117.631943;8523.51354;8949.689217;9397.173678;9867.032362;10360.38398;10878.40318;11422.32334;11993.4395;12593.11148
179;10884.54693;11428.77428;12000.21299;12600.22364;13230.23483;13891.74657;14586.3339;15315.65059;16081.43312;16885.50478
180;11970.01891;12568.51986;13196.94585;13856.79314;14549.6328;15277.11444;16040.97016;16843.01867;17685.1696;18569.42808
181;10150.85323;10658.39589;11191.31569;11750.88147;12338.42555;12955.34682;13603.11417;14283.26987;14997.43337;15747.30504
182;12139.32286;12746.28901;13383.60346;14052.78363;14755.42281;15493.19395;16267.85365;17081.24633;17935.30865;18832.07408
183;12335.81488;12952.60563;13600.23591;14280.2477;14994.26009;15743.97309;16531.17175;17357.73033;18225.61685;19136.89769
184;12673.34376;13307.01095;13972.3615;14670.97957;15404.52855;16174.75498;16983.49273;17832.66736;18724.30073;19660.51577
185;9579.279339;10058.24331;10561.15547;11089.21324;11643.67391;12225.8576;12837.15048;13479.00801;14152.95841;14860.60633
186;11079.67775;11633.66163;12215.34471;12826.11195;13467.41755;14140.78843;14847.82785;15590.21924;16369.7302;17188.21671
187;15052.84402;15805.48623;16595.76054;17425.54856;18296.82599;19211.66729;20172.25066;21180.86319;22239.90635;23351.90167
188;17023.47022;17874.64373;18768.37592;19706.79472;20692.13445;21726.74118;22813.07823;23953.73215;25151.41875;26408.98969
189;19235.38837;20197.15779;21207.01568;22267.36647;23380.73479;24549.77153;25777.26011;27066.12311;28419.42927;29840.40073
190;17378.68998;18247.62447;19160.0057;20118.00598;21123.90628;22180.1016;23289.10668;24453.56201;25676.24011;26960.05212
191;10601.20976;11131.27025;11687.83376;12272.22545;12885.83672;13530.12856;14206.63498;14916.96673;15662.81507;16445.95582
192;3748.710691;3936.146226;4132.953537;4339.601214;4556.581275;4784.410338;5023.630855;5274.812398;5538.553018;5815.480669
193;4004.171378;4204.379946;4414.598944;4635.328891;4867.095335;5110.450102;5365.972607;5634.271238;5915.9848;6211.78404
194;4440.07993;4662.083926;4895.188122;5139.947529;5396.944905;5666.79215;5950.131758;6247.638346;6560.020263;6888.021276
195;4537.583077;4764.462231;5002.685343;5252.81961;5515.46059;5791.23362;6080.795301;6384.835066;6704.076819;7039.28066
196;4652.095993;4884.700792;5128.935832;5385.382624;5654.651755;5937.384342;6234.25356;6545.966238;6873.264549;7216.927777
197;4832.71919;5074.355149;5328.072907;5594.476552;5874.20038;6167.910399;6476.305919;6800.121215;7140.127275;7497.133639
198;5741.012629;6028.063261;6329.466424;6645.939745;6978.236732;7327.148569;7693.505997;8078.181297;8482.090362;8906.19488
199;8946.291982;9393.606581;9863.28691;10356.45126;10874.27382;11417.98751;11988.88689;12588.33123;13217.74779;13878.63518
200;9425.902236;9897.197348;10392.05722;10911.66008;11457.24308;12030.10523;12631.6105;13263.19102;13926.35057;14622.6681
201;8332.344241;8748.961453;9186.409526;9645.730002;10128.0165;10634.41733;11166.13819;11724.4451;12310.66736;12926.20073
202;8137.660879;8544.543923;8971.771119;9420.359675;9891.377659;10385.94654;10905.24387;11450.50606;12023.03137;12624.18293
203;9555.62407;10033.40527;10535.07554;11061.82931;11614.92078;12195.66682;12805.45016;13445.72267;14118.0088;14823.90924
204;9135.195656;9591.955439;10071.55321;10575.13087;11103.88741;11659.08179;12242.03587;12854.13767;13496.84455;14171.68678
205;9458.288225;9931.202637;10427.76277;10949.15091;11496.60845;12071.43887;12675.01082;13308.76136;13974.19943;14672.9094
206;11302.22138;11867.33245;12460.69907;13083.73403;13737.92073;14424.81677;15146.0576;15903.36048;16698.52851;17533.45493
207;12382.1048;13001.21004;13651.27054;14333.83407;15050.52577;15803.05206;16593.20466;17422.8649;18294.00814;19208.70855
208;10843.39955;11385.56953;11954.84801;12552.59041;13180.21993;13839.23093;14531.19247;15257.7521;16020.6397;16821.67169
209;9210.612748;9671.143385;10154.70055;10662.43558;11195.55736;11755.33523;12343.10199;12960.25709;13608.26994;14288.68344
210;10729.04529;11265.49755;11828.77243;12420.21105;13041.2216;13693.28268;14377.94682;15096.84416;15851.68636;16644.27068
211;13170.3772;13828.89606;14520.34086;15246.3579;16008.6758;16809.10959;17649.56507;18532.04332;19458.64549;20431.57776
212;18412.4751;19333.09886;20299.7538;21314.74149;22380.47856;23499.50249;24674.47761;25908.2015;27203.61157;28563.79215
213;20828.94959;21870.39707;22963.91692;24112.11276;25317.7184;26583.60432;27912.78454;29308.42377;30773.84495;32312.5372
214;17394.58122;18264.31028;19177.52579;20136.40208;21143.22219;22200.3833;23310.40246;24475.92258;25699.71871;26984.70465
215;10351.79137;10869.38094;11412.84999;11983.49249;12582.66711;13211.80047;13872.39049;14566.01002;15294.31052;16059.02604
216;3927.633296;4124.014961;4330.215709;4546.726494;4774.062819;5012.76596;5263.404258;5526.574471;5802.903194;6093.048354
217;4189.795323;4399.28509;4619.249344;4850.211811;5092.722402;5347.358522;5614.726448;5895.46277;6190.235909;6499.747704
218;4212.331598;4422.948178;4644.095587;4876.300367;5120.115385;5376.121154;5644.927212;5927.173572;6223.532251;6534.708864
219;4481.167279;4705.225643;4940.486925;5187.511271;5446.886835;5719.231176;6005.192735;6305.452372;6620.724991;6951.76124
220;4371.333633;4589.900314;4819.39533;5060.365097;5313.383351;5579.052519;5858.005145;6150.905402;6458.450672;6781.373206
221;4591.639936;4821.221933;5062.283029;5315.397181;5581.16704;5860.225392;6153.236662;6460.898495;6783.943419;7123.14059
222;5484.173946;5758.382644;6046.301776;6348.616865;6666.047708;6999.350093;7349.317598;7716.783478;8102.622652;8507.753785
223;17711.07566;18596.62944;19526.46092;20502.78396;21527.92316;22604.31932;23734.53528;24921.26205;26167.32515;27475.69141
224;9956.81467;10454.6554;10977.38817;11526.25758;12102.57046;12707.69898;13343.08393;14010.23813;14710.75004;15446.28754
