,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
38,10741.51537,11278.59114,11842.52069,12434.64673,13056.37906,13709.19802,14394.65792,15114.39081,15870.11035,16663.61587,17496.79666,18371.6365,19290.21832,20254.72924,21267.4657,22330.83899,23447.38094,24619.74998,25850.73748,27143.27436
39,12728.78639,13365.22571,14033.48699,14735.16134,15471.91941,16245.51538,17057.79115,17910.68071,18806.21474,19746.52548,20733.85176,21770.54434,22859.07156,24002.02514,25202.1264,26462.23272,27785.34435,29174.61157,30633.34215,32165.00926
40,11328.68934,11895.12381,12489.88,13114.374,13770.0927,14458.59734,15181.5272,15940.60356,16737.63374,17574.51543,18453.2412,19375.90326,20344.69842,21361.93334,22430.03001,23551.53151,24729.10809,25965.56349,27263.84167,28627.03375
41,8695.123386,9129.879555,9586.373533,10065.69221,10568.97682,11097.42566,11652.29694,12234.91179,12846.65738,13488.99025,14163.43976,14871.61175,15615.19234,16395.95196,17215.74955,18076.53703,18980.36388,19929.38208,20925.85118,21972.14374
42,10640.48675,11172.51109,11731.13665,12317.69348,12933.57815,13580.25706,14259.26991,14972.23341,15720.84508,16506.88733,17332.2317,18198.84328,19108.78545,20064.22472,21067.43596,22120.80775,23226.84814,24388.19055,25607.60008,26887.98008
43,13819.08557,14510.03985,15235.54184,15997.31893,16797.18488,17637.04412,18518.89633,19444.84114,20417.0832,21437.93736,22509.83423,23635.32594,24817.09224,26057.94685,27360.84419,28728.8864,30165.33072,31673.59726,33257.27712,34920.14098
44,18641.58126,19573.66033,20552.34334,21579.96051,22658.95854,23791.90646,24981.50179,26230.57688,27542.10572,28919.211,30365.17156,31883.43013,33477.60164,35151.48172,36909.05581,38754.5086,40692.23403,42726.84573,44863.18802,47106.34742
45,21801.45467,22891.5274,24036.10377,25237.90896,26499.80441,27824.79463,29216.03436,30676.83608,32210.67789,33821.21178,35512.27237,37287.88599,39152.28029,41109.8943,43165.38902,45323.65847,47589.84139,49969.33346,52467.80013,55091.19014
46,18091.67384,18996.25753,19946.07041,20943.37393,21990.54262,23090.06975,24244.57324,25456.8019,26729.642,28066.1241,29469.4303,30942.90182,32490.04691,34114.54926,35820.27672,37611.29055,39491.85508,41466.44784,43539.77023,45716.75874
47,11054.4001,11607.1201,12187.47611,12796.84992,13436.69241,14108.52703,14813.95338,15554.65105,16332.38361,17149.00279,18006.45292,18906.77557,19852.11435,20844.72007,21886.95607,22981.30387,24130.36907,25336.88752,26603.7319,27933.91849
48,4070.626072,4274.157375,4487.865244,4712.258506,4947.871432,5195.265003,5455.028253,5727.779666,6014.168649,6314.877082,6630.620936,6962.151983,7310.259582,7675.772561,8059.561189,8462.539249,8885.666211,9329.949522,9796.446998,10286.26935
49,3930.846462,4127.388785,4333.758225,4550.446136,4777.968443,5016.866865,5267.710208,5531.095719,5807.650504,6098.03303,6402.934681,6723.081415,7059.235486,7412.19726,7782.807123,8171.947479,8580.544853,9009.572096,9460.050701,9933.053236
50,4091.36161,4295.92969,4510.726174,4736.262483,4973.075607,5221.729388,5482.815857,5756.95665,6044.804482,6347.044707,6664.396942,6997.616789,7347.497628,7714.87251,8100.616135,8505.646942,8930.929289,9377.475754,9846.349541,10338.66702
51,4191.064734,4400.617971,4620.648869,4851.681313,5094.265378,5348.978647,5616.427579,5897.248958,6192.111406,6501.716977,6826.802825,7168.142967,7526.550115,7902.877621,8298.021502,8712.922577,9148.568706,9605.997141,10086.297,10590.61185
52,4374.19331,4592.902975,4822.548124,5063.67553,5316.859306,5582.702272,5861.837385,6154.929255,6462.675717,6785.809503,7125.099978,7481.354977,7855.422726,8248.193862,8660.603556,9093.633733,9548.31542,10025.73119,10527.01775,11053.36864
53,4884.780276,5129.01929,5385.470255,5654.743767,5937.480956,6234.355003,6546.072754,6873.376391,7217.045211,7577.897471,7956.792345,8354.631962,8772.36356,9210.981738,9671.530825,10155.10737,10662.86273,11196.00587,11755.80617,12343.59647
54,5613.860573,5894.553601,6189.281281,6498.745345,6823.682613,7164.866743,7523.110081,7899.265585,8294.228864,8708.940307,9144.387322,9601.606688,10081.68702,10585.77137,11115.05994,11670.81294,12254.35359,12867.07127,13510.42483,14185.94607
55,9394.400105,9864.12011,10357.32612,10875.19242,11418.95204,11989.89964,12589.39463,13218.86436,13879.80758,14573.79795,15302.48785,16067.61225,16870.99286,17714.5425,18600.26963,19530.28311,20506.79726,21532.13713,22608.74398,23739.18118
56,9273.688694,9737.373129,10224.24179,10735.45387,11272.22657,11835.8379,12427.62979,13049.01128,13701.46184,14386.53494,15105.86168,15861.15477,16654.21251,17486.92313,18361.26929,19279.33275,20243.29939,21255.46436,22318.23758,23434.14946
57,8145.273203,8552.536863,8980.163706,9429.171891,9900.630486,10395.66201,10915.44511,11461.21737,12034.27823,12635.99215,13267.79175,13931.18134,14627.74041,15359.12743,16127.0838,16933.43799,17780.10989,18669.11538,19602.57115,20582.69971
58,7939.432249,8336.403862,8753.224055,9190.885258,9650.429521,10132.951,10639.59855,11171.57847,11730.1574,12316.66527,12932.49853,13579.12346,14258.07963,14970.98361,15719.53279,16505.50943,17330.7849,18197.32415,19107.19036,20062.54987
59,8587.473999,9016.847699,9467.690084,9941.074588,10438.12832,10960.03473,11508.03647,12083.43829,12687.61021,13321.99072,13988.09025,14687.49477,15421.86951,16192.96298,17002.61113,17852.74169,18745.37877,19682.64771,20666.78009,21700.1191
60,8600.138972,9030.145921,9481.653217,9955.735878,10453.52267,10976.19881,11525.00875,12101.25918,12706.32214,13341.63825,14008.72016,14709.15617,15444.61398,16216.84468,17027.68691,17879.07126,18773.02482,19711.67606,20697.25986,21732.12286
61,9474.658819,9948.39176,10445.81135,10968.10192,11516.50701,12092.33236,12696.94898,13331.79643,13998.38625,14698.30556,15433.22084,16204.88188,17015.12598,17865.88228,18759.17639,19697.13521,20681.99197,21716.09157,22801.89615,23941.99095
62,11436.14864,12007.95607,12608.35387,13238.77157,13900.71014,14595.74565,15325.53293,16091.80958,16896.40006,17741.22006,18628.28107,19559.69512,20537.67988,21564.56387,22642.79206,23774.93167,24963.67825,26211.86216,27522.45527,28898.57803
63,12514.8133,13140.55397,13797.58167,14487.46075,15211.83379,15972.42548,16771.04675,17609.59909,18490.07905,19414.583,20385.31215,21404.57775,22474.80664,23598.54697,24778.47432,26017.39804,27318.26794,28684.18134,30118.39041,31624.30993
64,10626.03465,11157.33638,11715.2032,12300.96336,12916.01153,13561.81211,14239.90271,14951.89785,15699.49274,16484.46738,17308.69075,18174.12528,19082.83155,20036.97313,21038.82178,22090.76287,23195.30102,24355.06607,25572.81937,26851.46034
65,8276.756231,8690.594042,9125.123744,9581.379931,10060.44893,10563.47137,11091.64494,11646.22719,12228.53855,12839.96548,13481.96375,14156.06194,14863.86504,15607.05829,16387.4112,17206.78176,18067.12085,18970.47689,19919.00074,20914.95077
66,10380.507,10899.53235,11444.50897,12016.73442,12617.57114,13248.4497,13910.87218,14606.41579,15336.73658,16103.57341,16908.75208,17754.18969,18641.89917,19573.99413,20552.69383,21580.32853,22659.34495,23792.3122,24981.92781,26231.0242
67,13277.32814,13941.19455,14638.25427,15370.16699,16138.67534,16945.6091,17792.88956,18682.53404,19616.66074,20597.49377,21627.36846,22708.73689,23844.17373,25036.38242,26288.20154,27602.61162,28982.7422,30431.87931,31953.47327,33551.14693
68,17561.98259,18440.08172,19362.08581,20330.1901,21346.6996,22414.03458,23534.73631,24711.47313,25947.04678,27244.39912,28606.61908,30036.95003,31538.79753,33115.73741,34771.52428,36510.10049,38335.60552,40252.38579,42265.00508,44378.25534
69,20601.28659,21631.35092,22712.91847,23848.56439,25040.99261,26293.04224,27607.69435,28988.07907,30437.48302,31959.35717,33557.32503,35235.19128,36996.95085,38846.79839,40789.13831,42828.59523,44970.02499,47218.52624,49579.45255,52058.42518
70,17515.9582,18391.75611,19311.34391,20276.91111,21290.75666,22355.29449,23473.05922,24646.71218,25879.04779,27173.00018,28531.65019,29958.2327,31456.14433,33028.95155,34680.39913,36414.41908,38235.14004,40146.89704,42154.24189,44261.95398
71,10469.43124,10992.9028,11542.54794,12119.67534,12725.65911,13361.94206,14030.03916,14731.54112,15468.11818,16241.52409,17053.60029,17906.28031,18801.59432,19741.67404,20728.75774,21765.19563,22853.45541,23996.12818,25195.93459,26455.73132
72,3589.394842,3768.864584,3957.307813,4155.173204,4362.931864,4581.078458,4810.13238,5050.638999,5303.170949,5568.329497,5846.745972,6139.08327,6446.037434,6768.339306,7106.756271,7462.094084,7835.198789,8226.958728,8638.306664,9070.221998
73,3980.331566,4179.348144,4388.315551,4607.731329,4838.117895,5080.02379,5334.024979,5600.726228,5880.76254,6174.800667,6483.5407,6807.717735,7148.103622,7505.508803,7880.784243,8274.823455,8688.564628,9122.992859,9579.142502,10058.09963
74,3918.184653,4114.093886,4319.79858,4535.788509,4762.577935,5000.706832,5250.742173,5513.279282,5788.943246,6078.390408,6382.309929,6701.425425,7036.496696,7388.321531,7757.737608,8145.624488,8552.905712,8980.550998,9429.578548,9901.057475
75,3880.204215,4074.214425,4277.925147,4491.821404,4716.412474,4952.233098,5199.844753,5459.83699,5732.82884,6019.470282,6320.443796,6636.465986,6968.289285,7316.703749,7682.538937,8066.665884,8469.999178,8893.499137,9338.174094,9805.082798
76,3962.036087,4160.137891,4368.144786,4586.552025,4815.879626,5056.673607,5309.507288,5574.982652,5853.731785,6146.418374,6453.739293,6776.426257,7115.24757,7471.009949,7844.560446,8236.788468,8648.627892,9081.059286,9535.112251,10011.86786
77,4260.746575,4473.783904,4697.473099,4932.346754,5178.964092,5437.912297,5709.807912,5995.298307,6295.063223,6609.816384,6940.307203,7287.322563,7651.688691,8034.273126,8435.986782,8857.786121,9300.675427,9765.709199,10253.99466,10766.69439
78,5833.162032,6124.820133,6431.06114,6752.614197,7090.244907,7444.757152,7816.99501,8207.84476,8618.236998,9049.148848,9501.60629,9976.686605,10475.52094,10999.29698,11549.26183,12126.72492,12733.06117,13369.71423,14038.19994,14740.10994
79,8855.160175,9297.918184,9762.814093,10250.9548,10763.50254,11301.67766,11866.76155,12460.09962,13083.10461,13737.25984,14424.12283,15145.32897,15902.59542,16697.72519,17532.61145,18409.24202,19329.70412,20296.18933,21310.99879,22376.54873
80,8750.392641,9187.912273,9647.307886,10129.67328,10636.15694,11167.96479,11726.36303,12312.68118,12928.31524,13574.731,14253.46755,14966.14093,15714.44798,16500.17038,17325.1789,18191.43784,19101.00973,20056.06022,21058.86323,22111.80639
81,8969.784801,9418.274041,9889.187743,10383.64713,10902.82949,11447.97096,12020.36951,12621.38798,13252.45738,13915.08025,14610.83427,15341.37598,16108.44478,16913.86702,17759.56037,18647.53839,19579.91531,20558.91107,21586.85662,22666.19946
82,8344.367751,8761.586138,9199.665445,9659.648717,10142.63115,10649.76271,11182.25085,11741.36339,12328.43156,12944.85314,13592.09579,14271.70058,14985.28561,15734.54989,16521.27739,17347.34126,18214.70832,19125.44373,20081.71592,21085.80172
83,14453.52109,15176.19715,15935.00701,16731.75736,17568.34522,18446.76249,19369.10061,20337.55564,21354.43342,22422.15509,23543.26285,24720.42599,25956.44729,27254.26965,28616.98314,30047.83229,31550.22391,33127.7351,34784.12186,36523.32795
84,8880.342878,9324.360022,9790.578023,10280.10692,10794.11227,11333.81788,11900.50878,12495.53422,13120.31093,13776.32647,14465.1428,15188.39994,15947.81994,16745.21093,17582.47148,18461.59505,19384.6748,20353.90855,21371.60397,22440.18417
85,10158.94681,10666.89415,11200.23886,11760.2508,12348.26334,12965.67651,13613.96034,14294.65835,15009.39127,15759.86083,16547.85387,17375.24657,18244.0089,19156.20934,20114.01981,21119.7208,22175.70684,23284.49218,24448.71679,25671.15263
86,11897.95733,12492.85519,13117.49795,13773.37285,14462.04149,15185.14357,15944.40074,16741.62078,17578.70182,18457.63691,19380.51876,20349.5447,21367.02193,22435.37303,23557.14168,24734.99876,25971.7487,27270.33614,28633.85294,30065.54559
87,11584.689,12163.92345,12772.11963,13410.72561,14081.26189,14785.32498,15524.59123,16300.82079,17115.86183,17971.65492,18870.23767,19813.74955,20804.43703,21844.65888,22936.89183,24083.73642,25287.92324,26552.3194,27879.93537,29273.93214
88,11228.80339,11790.24356,12379.75574,12998.74352,13648.6807,14331.11473,15047.67047,15800.05399,16590.05669,17419.55953,18290.5375,19205.06438,20165.3176,21173.58348,22232.26265,23343.87579,24511.06958,25736.62305,27023.45421,28374.62692
89,9828.232143,10319.64375,10835.62594,11377.40723,11946.2776,12543.59148,13170.77105,13829.3096,14520.77508,15246.81384,16009.15453,16809.61225,17650.09287,18532.59751,19459.22739,20432.18876,21453.79819,22526.4881,23652.81251,24835.45313
90,10202.19722,10712.30708,11247.92244,11810.31856,12400.83449,13020.87621,13671.92002,14355.51602,15073.29182,15826.95641,16618.30424,17449.21945,18321.68042,19237.76444,20199.65266,21209.6353,22270.11706,23383.62291,24552.80406,25780.44426
91,13690.53918,14375.06614,15093.81944,15848.51041,16640.93594,17472.98273,18346.63187,19263.96346,20227.16164,21238.51972,22300.4457,23415.46799,24586.24139,25815.55346,27106.33113,28461.64769,29884.73007,31378.96657,32947.9149,34595.31065
92,16516.81206,17342.65267,18209.7853,19120.27456,20076.28829,21080.10271,22134.10784,23240.81323,24402.8539,25622.99659,26904.14642,28249.35374,29661.82143,31144.9125,32702.15812,34337.26603,36054.12933,37856.8358,39749.67759,41737.16147
93,19595.09795,20574.85284,21603.59549,22683.77526,23817.96402,25008.86223,26259.30534,27572.2706,28950.88413,30398.42834,31918.34976,33514.26725,35189.98061,36949.47964,38796.95362,40736.8013,42773.64137,44912.32343,47157.93961,49515.83659
94,16999.01407,17848.96478,18741.41301,19678.48367,20662.40785,21695.52824,22780.30465,23919.31989,25115.28588,26371.05017,27689.60268,29074.08282,30527.78696,32054.17631,33656.88512,35339.72938,37106.71585,38962.05164,40910.15422,42955.66193
95,10553.44046,11081.11248,11635.16811,12216.92651,12827.77284,13469.16148,14142.61955,14849.75053,15592.23806,16371.84996,17190.44246,18049.96458,18952.46281,19900.08595,20895.09025,21939.84476,23036.837,24188.67885,25398.11279,26668.01843
96,3755.28915,3943.053607,4140.206288,4347.216602,4564.577432,4792.806304,5032.446619,5284.06895,5548.272397,5825.686017,6116.970318,6422.818834,6743.959776,7081.157765,7435.215653,7806.976435,8197.325257,8607.19152,9037.551096,9489.428651
97,3951.907181,4149.50254,4356.977667,4574.826551,4803.567878,5043.746272,5295.933586,5560.730265,5838.766778,6130.705117,6437.240373,6759.102392,7097.057511,7451.910387,7824.505906,8215.731201,8626.517761,9057.843649,9510.735832,9986.272624
98,3974.333782,4173.050471,4381.702994,4600.788144,4830.827551,5072.368929,5325.987375,5592.286744,5871.901081,6165.496135,6473.770942,6797.459489,7137.332463,7494.199086,7868.909041,8262.354493,8675.472217,9109.245828,9564.70812,10042.94353
99,4212.985494,4423.634768,4644.816507,4877.057332,5120.910199,5376.955708,5645.803494,5928.093669,6224.498352,6535.72327,6862.509433,7205.634905,7565.91665,7944.212482,8341.423107,8758.494262,9196.418975,9656.239924,10139.05192,10646.00452
100,4924.479426,5170.703397,5429.238567,5700.700495,5985.73552,6285.022296,6599.273411,6929.237081,7275.698935,7639.483882,8021.458076,8422.53098,8843.657529,9285.840406,9750.132426,10237.63905,10749.521,11286.99705,11851.3469,12443.91425
101,5138.904472,5395.849695,5665.64218,5948.924289,6246.370503,6558.689029,6886.62348,7230.954654,7592.502387,7972.127506,8370.733881,8789.270576,9228.734104,9690.170809,10174.67935,10683.41332,11217.58398,11778.46318,12367.38634,12985.75566
102,5640.89432,5922.939036,6219.085988,6530.040287,6856.542301,7199.369417,7559.337887,7937.304782,8334.170021,8750.878522,9188.422448,9647.84357,10130.23575,10636.74754,11168.58491,11727.01416,12313.36487,12929.03311,13575.48477,14254.259
103,8912.766833,9358.405174,9826.325433,10317.6417,10833.52379,11375.19998,11943.95998,12541.15798,13168.21588,13826.62667,14517.958,15243.8559,16006.0487,16806.35113,17646.66869,18529.00212,19455.45223,20428.22484,21449.63608,22522.11789
104,9092.81631,9547.457126,10024.82998,10526.07148,11052.37506,11604.99381,12185.2435,12794.50567,13434.23096,14105.9425,14811.23963,15551.80161,16329.39169,17145.86128,18003.15434,18903.31206,19848.47766,20840.90154,21882.94662,22977.09395
105,8395.337937,8815.104834,9255.860076,9718.653079,10204.58573,10714.81502,11250.55577,11813.08356,12403.73774,13023.92462,13675.12086,14358.8769,15076.82074,15830.66178,16622.19487,17453.30461,18325.96984,19242.26834,20204.38175,21214.60084
106,8133.497949,8540.172846,8967.181489,9415.540563,9886.317591,10380.63347,10899.66514,11444.6484,12016.88082,12617.72486,13248.61111,13911.04166,14606.59374,15336.92343,16103.7696,16908.95808,17754.40599,18642.12629,19574.2326,20552.94423
107,8412.316716,8832.932552,9274.579179,9738.308138,10225.22355,10736.48472,11273.30896,11836.97441,12428.82313,13050.26428,13702.7775,14387.91637,15107.31219,15862.6778,16655.81169,17488.60227,18363.03239,19281.18401,20245.24321,21257.50537
108,8920.764243,9366.802455,9835.142578,10326.89971,10843.24469,11385.40693,11954.67727,12552.41114,13180.03169,13839.03328,14530.98494,15257.53419,16020.4109,16821.43144,17662.50302,18545.62817,19472.90957,20446.55505,21468.88281,22542.32695
109,9509.597477,9985.077351,10484.33122,11008.54778,11558.97517,12136.92393,12743.77012,13380.95863,14050.00656,14752.50689,15490.13223,16264.63885,17077.87079,17931.76433,18828.35254,19769.77017,20758.25868,21796.17161,22885.98019,24030.2792
110,11792.18322,12381.79238,13000.882,13650.9261,14333.47241,15050.14603,15802.65333,16592.78599,17422.42529,18293.54656,19208.22389,20168.63508,21177.06683,22235.92018,23347.71618,24515.10199,25740.85709,27027.89995,28379.29494,29798.25969
111,12495.04612,13119.79843,13775.78835,14464.57777,15187.80665,15947.19699,16744.55684,17581.78468,18460.87391,19383.91761,20353.11349,21370.76916,22439.30762,23561.273,24739.33665,25976.30348,27275.11866,28638.87459,30070.81832,31574.35924
112,11262.1068,11825.21214,12416.47275,13037.29638,13689.1612,14373.61926,15092.30022,15846.91524,16639.261,17471.22405,18344.78525,19262.02451,20225.12574,21236.38203,22298.20113,23413.11118,24583.76674,25812.95508,27103.60283,28458.78297
113,9357.198886,9825.05883,10316.31177,10832.12736,11373.73373,11942.42041,12539.54144,13166.51851,13824.84443,14516.08665,15241.89099,16003.98554,16804.18481,17644.39405,18526.61376,19452.94444,20425.59167,21446.87125,22519.21481,23645.17555
